assetid,assetname,classofasset,schemename,schemecode,sanctiondate,wage,Total Material,semiskilled,skilled,material,contingency,total,mandays
32003431102,IF/IAY/1275177,IAY Houses,Construction of IAY House -IAY REG. NO. WB4097446,3214003009/IF/IAY/1275177,24-02-2017,16920,0,0,0,0,0  ,16920,
32003431110,IF/IAY/1209032,IAY Houses,Construction of IAY House -IAY REG. NO. WB2019902,3214003009/IF/IAY/1209032,24-02-2017,17353,0,0,0,0,0  ,17353,
32003431117,IF/IAY/1238505,IAY Houses,Construction of IAY House -IAY REG. NO. WB2712811,3214003009/IF/IAY/1238505,24-02-2017,17100,0,0,0,0,0  ,17100,
32003431121,IF/IAY/1244432,IAY Houses,Construction of IAY House -IAY REG. NO. WB2900934,3214003009/IF/IAY/1244432,24-02-2017,17100,0,0,0,0,0  ,17100,
32003431113,IF/IAY/1211669,IAY Houses,Construction of IAY House -IAY REG. NO. WB2094389,3214003009/IF/IAY/1211669,28-03-2017,17100,0,0,0,0,0  ,17100,
32003431932,IF/IAY/1279518,IAY Houses,Construction of IAY House -IAY REG. NO. WB4375386,3214003009/IF/IAY/1279518,28-03-2017,17100,0,0,0,0,0  ,17100,
32003431924,IF/IAY/1283931,IAY Houses,Construction of IAY House -IAY REG. NO. WB4628901,3214003009/IF/IAY/1283931,28-03-2017,16192,0,0,0,0,0  ,16192,
32003431100,IF/IAY/1274767,IAY Houses,Construction of IAY House -IAY REG. NO. WB4070585,3214003009/IF/IAY/1274767,24-02-2017,17100,0,0,0,0,0  ,17100,
32003431934,IF/IAY/1280764,IAY Houses,Construction of IAY House -IAY REG. NO. WB4437012,3214003009/IF/IAY/1280764,24-02-2017,17100,0,0,0,0,0  ,17100,
32003431936,IF/IAY/1291984,IAY Houses,Construction of IAY House -IAY REG. NO. WB5042896,3214003009/IF/IAY/1291984,24-02-2017,17177,0,0,0,0,0  ,17177,
32003431940,IF/IAY/1280849,IAY Houses,Construction of IAY House -IAY REG. NO. WB4444088,3214003009/IF/IAY/1280849,24-02-2017,16534,0,0,0,0,0  ,16534,
32003431116,IF/IAY/1235482,IAY Houses,Construction of IAY House -IAY REG. NO. WB2591599,3214003009/IF/IAY/1235482,24-02-2017,17100,0,0,0,0,0  ,17100,
32003431941,IF/IAY/1281518,IAY Houses,Construction of IAY House -IAY REG. NO. WB4488270,3214003009/IF/IAY/1281518,24-02-2017,15579,0,0,0,0,0  ,15579,
32003431108,IF/IAY/1197963,IAY Houses,Construction of IAY House -IAY REG. NO. WB1755707,3214003009/IF/IAY/1197963,28-03-2017,17100,0,0,0,0,0  ,17100,
32003431947,IF/IAY/1292353,IAY Houses,Construction of IAY House -IAY REG. NO. WB5064463,3214003009/IF/IAY/1292353,24-02-2017,15917,0,0,0,0,0  ,15917,
32003431954,IF/IAY/1295416,IAY Houses,Construction of IAY House -IAY REG. NO. WB5232097,3214003009/IF/IAY/1295416,28-03-2017,17100,0,0,0,0,0  ,17100,
32003431952,IF/IAY/1334749,IAY Houses,Construction of IAY House -IAY REG. NO. WB1454137,3214003009/IF/IAY/1334749,24-02-2017,17100,0,0,0,0,0  ,17100,
32003431943,IF/IAY/1281943,IAY Houses,Construction of IAY House -IAY REG. NO. WB4514606,3214003009/IF/IAY/1281943,24-02-2017,17100,0,0,0,0,0  ,17100,
32003431930,IF/IAY/1283476,IAY Houses,Construction of IAY House -IAY REG. NO. WB4606377,3214003009/IF/IAY/1283476,28-03-2017,17100,0,0,0,0,0  ,17100,
32003431326,Plantation maintenance at Benakanali hura,Plantation,Maintenance of Older Plantation at Benakanali-HU(K,3214/DP/34040903654,01-04-2011,0,14700,0,0,14700,0  ,14700,
32003433155,IF/IAY/1330020,IAY Houses,Construction of IAY House -IAY REG. NO. WB5641468,3214003009/IF/IAY/1330020,28-03-2017,17100,0,0,0,0,0  ,17100,
32003433160,IF/IAY/1299288,IAY Houses,Construction of IAY House -IAY REG. NO. WB5434187,3214003009/IF/IAY/1299288,24-02-2017,17100,0,0,0,0,0  ,17100,
32003433165,IF/IAY/1295918,IAY Houses,Construction of IAY House -IAY REG. NO. WB5263243,3214003009/IF/IAY/1295918,24-02-2017,17100,0,0,0,0,0  ,17100,
32003433161,IF/IAY/1294684,IAY Houses,Construction of IAY House -IAY REG. NO. WB5193238,3214003009/IF/IAY/1294684,24-02-2017,17100,0,0,0,0,0  ,17100,
32003433164,IF/IAY/1294485,IAY Houses,Construction of IAY House -IAY REG. NO. WB5181684,3214003009/IF/IAY/1294485,24-02-2017,17100,0,0,0,0,0  ,17100,
32003433169,IF/IAY/1276918,IAY Houses,Construction of IAY House -IAY REG. NO. WB4214153,3214003009/IF/IAY/1276918,28-03-2017,17100,0,0,0,0,0  ,17100,
32003433170,IF/IAY/1301341,IAY Houses,Construction of IAY House -IAY REG. NO. WB5557239,3214003009/IF/IAY/1301341,04-04-2017,16920,0,0,0,0,0  ,16920,
32003433166,IF/IAY/1273467,IAY Houses,Construction of IAY House -IAY REG. NO. WB3996435,3214003009/IF/IAY/1273467,28-03-2017,16192,0,0,0,0,0  ,16192,
32003433158,IF/IAY/1302832,IAY Houses,Construction of IAY House -IAY REG. NO. WB5651157,3214003009/IF/IAY/1302832,28-03-2017,16795,0,0,0,0,0  ,16795,
32003433156,IF/IAY/1330032,IAY Houses,Construction of IAY House -IAY REG. NO. WB5650932,3214003009/IF/IAY/1330032,24-02-2017,16380,0,0,0,0,0  ,16380,
32003431938,IF/IAY/1279193,IAY Houses,Construction of IAY House -IAY REG. NO. WB4354621,3214003009/IF/IAY/1279193,24-02-2017,17100,0,0,0,0,0  ,17100,
32003433798,IF/IAY/1542519,IAY Houses,Construction of IAY House -IAY REG. NO. WB4191624,3214003009/IF/IAY/1542519,21-07-2017,17624,0,0,0,0,0  ,17624,
32003433837,IF/IAY/1545320,IAY Houses,Construction of IAY House -IAY REG. NO. WB4497105,3214003009/IF/IAY/1545320,07-08-2017,17624,0,0,0,0,0  ,17624,
32003433851,IF/IAY/1557577,IAY Houses,Construction of IAY House -IAY REG. NO. WB3301051,3214003009/IF/IAY/1557577,21-07-2017,17624,0,0,0,0,0  ,17624,
32003433843,IF/IAY/1547315,IAY Houses,Construction of IAY House -IAY REG. NO. WB1414532,3214003009/IF/IAY/1547315,21-07-2017,17954,0,0,0,0,0  ,17954,
32003433866,IF/IAY/1557885,IAY Houses,Construction of IAY House -IAY REG. NO. WB3340938,3214003009/IF/IAY/1557885,21-07-2017,17088,0,0,0,0,0  ,17088,
32003433885,IF/IAY/1563910,IAY Houses,Construction of IAY House -IAY REG. NO. WB4303378,3214003009/IF/IAY/1563910,07-08-2017,17220,0,0,0,0,0  ,17220,
32003433765,IF/IAY/1533416,IAY Houses,Construction of IAY House -IAY REG. NO. WB3584938,3214003009/IF/IAY/1533416,21-07-2017,17602,0,0,0,0,0  ,17602,
32003433618,IF/IAY/1608474,IAY Houses,Construction of IAY House -IAY REG. NO. WB5122117,3214003009/IF/IAY/1608474,21-07-2017,16184,0,0,0,0,0  ,16184,
32003433890,IF/IAY/1563965,IAY Houses,Construction of IAY House -IAY REG. NO. WB4314689,3214003009/IF/IAY/1563965,07-08-2017,17624,0,0,0,0,0  ,17624,
32003433877,IF/IAY/1562905,IAY Houses,Construction of IAY House -IAY REG. NO. WB4027004,3214003009/IF/IAY/1562905,21-07-2017,17624,0,0,0,0,0  ,17624,
32003433159,IF/IAY/1299206,IAY Houses,Construction of IAY House -IAY REG. NO. WB5429274,3214003009/IF/IAY/1299206,24-02-2017,17221,0,0,0,0,0  ,17221,
32003433900,IF/IAY/1564113,IAY Houses,Construction of IAY House -IAY REG. NO. WB4352813,3214003009/IF/IAY/1564113,07-08-2017,16552,0,0,0,0,0  ,16552,
32003433154,IF/IAY/1330029,IAY Houses,Construction of IAY House -IAY REG. NO. WB5648266,3214003009/IF/IAY/1330029,28-03-2017,17100,0,0,0,0,0  ,17100,
32003605382,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB3087856,3214003009/IF/IAY/1249834,24-02-2017,15656,0,0,0,0,0  ,15656,
32003605372,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB1845678,3214003009/IF/IAY/1201781,28-03-2017,15120,0,0,0,0,0  ,15120,
32003433638,IF/IAY/1596489,IAY Houses,Construction of IAY House -IAY REG. NO. WB2896816,3214003009/IF/IAY/1596489,07-08-2017,17572,0,0,0,0,0  ,17572,
32003605408,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB4190017,3214003009/IF/IAY/1276641,24-02-2017,15120,0,0,0,0,0  ,15120,
32003605404,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB4070572,3214003009/IF/IAY/1274766,28-03-2017,15656,0,0,0,0,0  ,15656,
32003605425,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5643980,3214003009/IF/IAY/2061695,20-01-2018,17763,0,0,0,0,0  ,17763,
32003605417,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4528597,3214003009/IF/IAY/2041643,20-01-2018,17763,0,0,0,0,0  ,17763,
32003599211,PMAY HOUSE,IAY Houses,Construction of IAY House -IAY REG. NO. WB4508902,3214003009/IF/IAY/1545417,07-08-2017,17624,0,0,0,0,0  ,17624,
32003605398,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB3958172,3214003009/IF/IAY/1272584,24-02-2017,15120,0,0,0,0,0  ,15120,
32003433859,IF/IAY/1557577,IAY Houses,Construction of IAY House -IAY REG. NO. WB3335148,3214003009/IF/IAY/1557837,07-08-2017,17650,0,0,0,0,0  ,17650,
32003605433,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5778915,3214003009/IF/IAY/2066743,20-01-2018,17763,0,0,0,0,0  ,17763,
32003605445,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5727288,3214003009/IF/IAY/2073720,20-01-2018,17763,0,0,0,0,0  ,17763,
32003605455,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4063571,3214003009/IF/IAY/2075470,30-01-2018,17763,0,0,0,0,0  ,17763,
32003605472,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4384119,3214003009/IF/IAY/2078361,20-01-2018,17190,0,0,0,0,0  ,17190,
32003605414,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB4192337,3214003009/IF/IAY/1605043,21-07-2017,17190,0,0,0,0,0  ,17190,
32003605497,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4525556,3214003009/IF/IAY/2078798,20-01-2018,17190,0,0,0,0,0  ,17190,
32003605508,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2005290,3214003009/IF/IAY/2079596,20-01-2018,17190,0,0,0,0,0  ,17190,
32003605479,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1478091,3214003009/IF/IAY/2078541,20-01-2018,17190,0,0,0,0,0  ,17190,
32003605502,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1170760,3214003009/IF/IAY/2079133,20-01-2018,17190,0,0,0,0,0  ,17190,
32003605511,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2580092,3214003009/IF/IAY/2080329,20-01-2018,17763,0,0,0,0,0  ,17763,
32003605513,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2519548,3214003009/IF/IAY/2080413,30-01-2018,17763,0,0,0,0,0  ,17763,
32003605521,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4135798,3214003009/IF/IAY/2081053,20-01-2018,17190,0,0,0,0,0  ,17190,
32003605524,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4343486,3214003009/IF/IAY/2081603,20-01-2018,17763,0,0,0,0,0  ,17763,
32003605491,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5391714,3214003009/IF/IAY/2078769,20-01-2018,17190,0,0,0,0,0  ,17190,
32003605517,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3993611,3214003009/IF/IAY/2080865,20-01-2018,17190,0,0,0,0,0  ,17190,
32003605486,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4063434,3214003009/IF/IAY/2078729,30-01-2018,17763,0,0,0,0,0  ,17763,
32004206842,Land Leveling Of Kiriti Mandal,Land Leveling,Land Leveling Of Kiriti Mandal,3214003009/LD/321002040736590,20-06-2017,91669,2463,0,2463,0,0  ,94132,
32004206868,Land Leveling Of Madhab Mandal,Land Leveling,Land Leveling Of Madhab Mandal,3214003009/LD/321002040736591,20-06-2017,94500,2700,0,2700,0,0  ,97200,
32004206927,Land Leveling Of Aviram Mudi,Land Leveling,Land Leveling Of Aviram Mudi,3214003009/LD/321002040736596,20-06-2017,92520,2430,0,2430,0,0  ,94950,
32004206951,Land Leveling Of Bhudeb Mandal,Land Leveling,Land Leveling Of Bhudeb Mandal,3214003009/LD/321002040736600,20-06-2017,96120,1890,0,1890,0,0  ,98010,
32004207018,LAND LEVELING OF TRILOCHAN SAHIS AT MANGURIA,Land Leveling,LAND LEVELING OF TRILOCHAN SAHIS AT MANGURIA,3214003009/LD/321002040736780,02-06-2017,32040,1080,0,1080,0,0  ,33120,
32003605429,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5644093,3214003009/IF/IAY/2062994,20-01-2018,17190,0,0,0,0,0  ,17190,
32004207089,Landlevelling Of Tulsi Sahis,Land Leveling,Landlevelling Of Tulsi Sahis ,3214003009/LD/321002040736793,02-06-2017,43740,1080,0,1080,0,0  ,44820,
32003605441,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5762710,3214003009/IF/IAY/2069992,30-01-2018,17763,0,0,0,0,0  ,17763,
32004206940,Land Leveling Of Ajit Mandal,Land Leveling,Land Leveling Of Ajit Mandal,3214003009/LD/321002040736599,13-07-2017,90000,2700,0,2700,0,0  ,92700,
32004207537,Land Leveling Of Amala Kanta Hembram,Land Leveling,Land Leveling Of Amala Kanta Hembram,3214003009/LD/321002040737434,16-06-2017,26100,810,0,810,0,0  ,26910,
32004210147,WB1807760,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1807760,3214003009/IF/IAY/2076798,20-01-2018,16808,0,0,0,0,0  ,16808,
32004210178,WB2519464,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2519464,3214003009/IF/IAY/2077708,20-01-2018,17190,0,0,0,0,0  ,17190,
32004210163,WB2425558,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2425558,3214003009/IF/IAY/2076875,20-01-2018,17190,0,0,0,0,0  ,17190,
32004210197,WB2519624,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2519624,3214003009/IF/IAY/2083051,20-01-2018,17190,0,0,0,0,0  ,17190,
32004210211,WB2580135,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2580135,3214003009/IF/IAY/2075808,20-01-2018,17190,0,0,0,0,0  ,17190,
32004210112,WB1629386,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1629386,3214003009/IF/IAY/2079447,28-01-2018,17190,0,0,0,0,0  ,17190,
32004210271,WB2689502,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2689502,3214003009/IF/IAY/2075463,20-01-2018,17190,0,0,0,0,0  ,17190,
32003605422,PMAY,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4514525,3214003009/IF/IAY/2043039,20-01-2018,17763,0,0,0,0,0  ,17763,
32003607613,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB4154449,3214003009/IF/IAY/1328644,28-03-2017,15120,0,0,0,0,0  ,15120,
32004210228,WB2592117,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2592117,3214003009/IF/IAY/2078972,20-01-2018,17190,0,0,0,0,0  ,17190,
32004216419,WB4570796,IAY Houses,Construction of IAY House -IAY REG. NO. WB4570796,3214003009/IF/IAY/1545953,21-07-2017,16680,0,0,0,0,0  ,16680,
32004210319,WB2775024,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2775024,3214003009/IF/IAY/2078889,20-01-2018,16808,0,0,0,0,0  ,16808,
32004216445,WB3814723,IAY Houses,Construction of IAY House -IAY REG. NO. WB3814723,3214003009/IF/IAY/1561716,07-08-2017,16808,0,0,0,0,0  ,16808,
32004216459,WB4415690,IAY Houses,Construction of IAY House -IAY REG. NO. WB4415690,3214003009/IF/IAY/1564332,07-08-2017,18145,0,0,0,0,0  ,18145,
32004216509,Land Levelling Of Bhaktipada Sahis,Land Leveling,Land Levelling Of Bhaktipada Sahis,3214003009/LD/321002040737630,19-06-2017,16560,378,0,378,0,0  ,16938,
32004216484,WB3960766,IAY Houses,Construction of IAY House -IAY REG. NO. WB3960766,3214003009/IF/IAY/1604247,27-07-2017,17572,0,0,0,0,0  ,17572,
32004010959,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB1293135,3214003009/IF/IAY/1174101,24-02-2017,13136,0,0,0,0,0  ,13136,
32004216526,Land Levelling Of Sufal Chandra Mahato,Land Leveling,Land Levelling Of Sufal Chandra Mahato,3214003009/LD/321002040737631,18-09-2017,18180,0,0,0,0,0  ,18180,
32004216497,Land Levelling Of Bhiskshyakar Mahato,Land Leveling,Land Levelling Of Bhiskshyakar  Mahato,3214003009/LD/321002040737629,19-06-2017,16200,432,0,432,0,0  ,16632,
32004210246,WB2615771,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2615771,3214003009/IF/IAY/2075665,20-01-2018,17954,0,0,0,0,0  ,17954,
32004216568,Land Levelling Of Lalitmohon Mahato,Land Leveling,Land Levelling Of Lalitmohon Mahato,3214003009/LD/321002040740210,18-09-2017,17100,0,0,0,0,0  ,17100,
32004216624,LAND LEVELING OF FANIBHUSAN MAHATO,Land Leveling,LAND LEVELING OF FANIBHUSAN MAHATO,3214003009/LD/321002040775060,18-09-2017,90900,2700,0,2700,0,0  ,93600,
32004208939,Land Leveling Of Rabiranjan Mandi,Land Leveling,Land Leveling Of Rabiranjan Mandi,3214003009/LD/321002040737022,02-06-2017,41040,0,0,0,0,0  ,41040,
32004216654,WB5500219,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5500219,3214003009/IF/IAY/2039251,20-01-2018,17190,0,0,0,0,0  ,17190,
32004216675,WB5479596,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5479596,3214003009/IF/IAY/2041842,26-01-2018,17190,0,0,0,0,0  ,17190,
32004216629,WB5495351,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5495351,3214003009/IF/IAY/2037541,20-01-2018,16808,0,0,0,0,0  ,16808,
32004216605,LAND LEVELING SUPRAKAS MAHATO,Land Leveling,LAND LEVELING SUPRAKAS MAHATO,3214003009/LD/321002040747102,24-03-2017,17280,540,0,540,0,0  ,17820,
32004216696,WB5479599,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5479599,3214003009/IF/IAY/2042415,26-01-2018,16808,0,0,0,0,0  ,16808,
32003608052,PMAY,IAY Houses,Construction of IAY House -IAY REG. NO. WB1345379,3214003009/IF/IAY/1574502,07-08-2017,15089,0,0,0,0,0  ,15089,
32004216762,WB3337598,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3337598,3214003009/IF/IAY/2212342,20-01-2018,16808,0,0,0,0,0  ,16808,
32004216575,WB5552467,IAY Houses,Construction of IAY House -IAY REG. NO. WB5552467,3214003009/IF/IAY/1637988,07-08-2017,16808,0,0,0,0,0  ,16808,
32004216842,LAND LEVELING OF BIBHUTI MAHATO,Land Leveling,LAND LEVELING OF BIBHUTI MAHATO,3214003009/LD/321002040775629,09-10-2017,79200,1620,0,1620,0,0  ,80820,
32004217353,WB1536789,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1536789,3214003009/IF/IAY/2448361,30-01-2018,16808,0,0,0,0,0  ,16808,
32004217393,WB4320130,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4320130,3214003009/IF/IAY/2448118,30-01-2018,17572,0,0,0,0,0  ,17572,
32004217488,WB4483017,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4483017,3214003009/IF/IAY/2082977,20-01-2018,17190,0,0,0,0,0  ,17190,
32004217402,LAND LEVELING OF SUFAL CH MAHATO,Land Leveling,LAND LEVELING OF SUFAL CH MAHATO,3214003009/LD/321002040794744,22-02-2018,72180,2160,0,2160,0,0  ,74340,
32004217517,WB3508120,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3508120,3214003009/IF/IAY/2082974,20-01-2018,17572,0,0,0,0,0  ,17572,
32004216713,WB5469794,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5469794,3214003009/IF/IAY/2043886,26-01-2018,16808,0,0,0,0,0  ,16808,
32004372420,REG. NO. WB1414747,IAY Houses,Construction of IAY House -IAY REG. NO. WB1414747,3214003009/IF/IAY/1547317,07-08-2017,14928,0,0,0,0,0  ,14928,
32004372442,REG. NO. WB2773253,IAY Houses,Construction of IAY House -IAY REG. NO. WB2773253,3214003009/IF/IAY/1595388,27-07-2017,14160,0,0,0,0,0  ,14160,
32004216512,WB5464529,IAY Houses,Construction of IAY House -IAY REG. NO. WB5464529,3214003009/IF/IAY/1636876,21-07-2017,17572,0,0,0,0,0  ,17572,
32004372431,IAY REG. NO. WB4443711,IAY Houses,Construction of IAY House -IAY REG. NO. WB4443711,3214003009/IF/IAY/1564415,27-07-2017,14160,0,0,0,0,0  ,14160,
32004217306,WB4055893,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4055893,3214003009/IF/IAY/2449397,20-01-2018,16617,0,0,0,0,0  ,16617,
32004392299,PMAY-G REG. NO. WB5556036,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5556036,3214003009/IF/IAY/2040536,20-01-2018,17763,0,0,0,0,0  ,17763,
32004373315,PMAY-G REG. NO. WB5483522,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5483522,3214003009/IF/IAY/2040014,20-01-2018,17190,0,0,0,0,0  ,17190,
32004216715,LAND LEVELING OF DEBENDRANATH MANDAL,Land Leveling,LAND LEVELING OF DEBENDRANATH MANDAL,3214003009/LD/321002040775069,18-09-2017,92340,2754,0,2754,0,0  ,95094,
32004392482,pmay,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5596961,3214003009/IF/IAY/2062663,20-01-2018,15280,0,0,0,0,0  ,15280,
32004216865,LAND LEVELING OF UTTARA SAHIS,Land Leveling,LAND LEVELING OF UTTARA SAHIS,3214003009/LD/321002040776421,17-10-2017,184320,4320,0,4320,0,0  ,188640,
32004392446,NO. WB5480627,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5480627,3214003009/IF/IAY/2062248,20-01-2018,16808,0,0,0,0,0  ,16808,
32004216763,LAND LEVELING OF VIKHU SAHIS,Land Leveling,LAND LEVELING OF VIKHU SAHIS,3214003009/LD/321002040775624,09-10-2017,90192,2160,0,2160,0,0  ,92352,
32004392436,PMAY-G REG. NO. WB5501430,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5501430,3214003009/IF/IAY/2062091,28-01-2018,16808,0,0,0,0,0  ,16808,
32004393091,PMAY-G REG. NO. WB5181647,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5181647,3214003009/IF/IAY/2066055,20-01-2018,17572,0,0,0,0,0  ,17572,
32004392461,PMAY-G REG. NO. WB5505324,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5505324,3214003009/IF/IAY/2062273,20-01-2018,16808,0,0,0,0,0  ,16808,
32004393120,PMAY-G REG. NO. WB5496823,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5496823,3214003009/IF/IAY/2068778,28-01-2018,16808,0,0,0,0,0  ,16808,
32004392470,PMAY-G REG. NO. WB5465145,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5465145,3214003009/IF/IAY/2062285,28-01-2018,17954,0,0,0,0,0  ,17954,
32004392348,PMAY-G REG. NO. WB4522699,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4522699,3214003009/IF/IAY/2049831,20-01-2018,17190,0,0,0,0,0  ,17190,
32004393372,PMAY-G REG. NO. WB5527251,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5527251,3214003009/IF/IAY/2072901,20-01-2018,16426,0,0,0,0,0  ,16426,
32004393393,3214003009/IF/IAY/2073563,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5570369,3214003009/IF/IAY/2073563,20-01-2018,17572,0,0,0,0,0  ,17572,
32004392517,PMAY-G REG. NO. WB5143223,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5143223,3214003009/IF/IAY/2065198,20-01-2018,17190,0,0,0,0,0  ,17190,
32004393531,PMAY-G REG. NO. WB4443631,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4443631,3214003009/IF/IAY/2075802,20-01-2018,17190,0,0,0,0,0  ,17190,
32004393615,PMAY-G REG. NO. WB4323744,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4323744,3214003009/IF/IAY/2076041,20-01-2018,17572,0,0,0,0,0  ,17572,
32004393655,PMAY-G REG. NO. WB1273772,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1273772,3214003009/IF/IAY/2076163,20-01-2018,17190,0,0,0,0,0  ,17190,
32004393682,AY-G REG. NO. WB1420410,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1420410,3214003009/IF/IAY/2076379,20-01-2018,17572,0,0,0,0,0  ,17572,
