assetid,assetname,classofasset,schemename,schemecode,sanctiondate,wage,semiskilled,skilled,material,contingency,total,mandays
32006499873,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB2393003,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2393003,3213010005/IF/IAY/4184114,07-06-2020,19380,0,0,0,0  ,19380,
32006520178,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB3964973,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3964973,3213010005/IF/IAY/4025158,07-06-2020,19380,0,0,0,0  ,19380,
32005523277,Repairing and deepening of flood channel water logging under Alipur Sansad,Renovation of minor Canal for Community,Repairing and deepening of flood channel water logging under Alipur Sansad,3213010005/IC/320201060452787,06-11-2019,315937,0,9511,4833,0  ,330281,
32006452335,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB4899431,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4899431,3213010005/IF/IAY/3367675,26-02-2020,18145,0,0,0,0  ,18145,
32006520184,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB2650344,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2650344,3213010005/IF/IAY/4184107,16-06-2020,19380,0,0,0,0  ,19380,
32006549982,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5428391,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5428391,3213010005/IF/IAY/3367705,26-02-2020,18145,0,0,0,0  ,18145,
32006549954,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5382264,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5382264,3213010005/IF/IAY/3367686,26-02-2020,18145,0,0,0,0  ,18145,
32006418750,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5417884,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5417884,3213010005/IF/IAY/3367700,26-02-2020,18145,0,0,0,0  ,18145,
32007158046,Construction of Concrete Road from Basudebpur ICDS Centre towards Debra Pukur Purbo Par,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from Basudebpur ICDS Centre towards Debra Pukur Purbo Par,3213010005/RC/PP/185914,15-03-2020,21815,0,0,0,0  ,21815,
32006535765,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB3385834,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3385834,3213010005/IF/IAY/4025160,07-06-2020,19380,0,0,0,0  ,19380,
32007173987,Block Plantation at Betur Dakhinpara Koborshan,Block Plantation of Forestry-in Fields-Community,Block Plantation at Betur Dakhinpara Koborshan,3213010005/DP/PP/185910,08-08-2019,41141,0,0,4429,0  ,45570,
32007180281,Construction of Concrete Road from House of Ram Kundu towards Kanai,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from House of Ram Kundu towards Kanai,3213010005/RC/PP/185921,10-03-2020,21815,24480,612,0,0  ,46907,
32007434091,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB4678618,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4678618,3213010005/IF/IAY/4425987,01-11-2020,19380,0,0,0,0  ,19380,
32006488389,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB4213113,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4213113,3213010005/IF/IAY/4025146,07-06-2020,19380,0,0,0,0  ,19380,
32007483608,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5310859,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5310859,3213010005/IF/IAY/4733344,25-12-2020,19380,0,0,0,0  ,19380,
32007483606,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5271244,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5271244,3213010005/IF/IAY/4732517,30-12-2020,19380,0,0,0,0  ,19380,
32007523099,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB3716341,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3716341,3213010005/IF/IAY/3158312,09-11-2019,18145,0,0,0,0  ,18145,
32007483603,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5270298,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5270298,3213010005/IF/IAY/4732502,25-12-2020,19380,0,0,0,0  ,19380,
32007570502,Nursary at Betur football ground,Raising of Nursery for Community,Nursary at Betur football ground,3213010005/DP/321002040926049,27-03-2020,91994,0,0,4000,0  ,95994,
32007686060,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB2842560,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2842560,3213010005/IF/IAY/4025140,07-06-2020,19380,0,0,0,0  ,19380,
32007570506,Block Plantation at Bedfalani Kobordanga,Block Plantation of Forestry-in Fields-Community,Block Plantation at Bedfalani Kobordanga,3213010005/DP/PP/190589,28-08-2019,61249,0,549,39270,0  ,101068,
32007483593,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB2557417,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2557417,3213010005/IF/IAY/4379366,01-11-2020,19380,0,0,0,0  ,19380,
32007434093,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5482755,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5482755,3213010005/IF/IAY/4732505,25-12-2020,19380,0,0,0,0  ,19380,
32008008589,DIGGING OF FLOOD CHANNEL AT SIDE OF THE ROAD FROM SOLA GORE TOWARDS SAMUK GORE,Renovation of Flood/ Diversion Channel for Comm,DIGGING OF FLOOD CHANNEL AT SIDE OF THE ROAD FROM SOLA GORE TOWARDS SAMUK GORE,3213010005/FP/320201060558106,05-12-2020,801601,0,0,0,0  ,801601,
32006549967,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB2522283,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2522283,3213010005/IF/IAY/3367703,26-02-2020,18145,0,0,0,0  ,18145,
32008008544,DIGGING OF FLOOD CHANNEL AT SIDE OF THE ROAD FROM BALADNADA TOWARDS CANAL,Renovation of Flood/ Diversion Channel for Comm,DIGGING OF FLOOD CHANNEL AT SIDE OF THE ROAD FROM BALADNADA TOWARDS CANAL,3213010005/FP/320201060558070,29-07-2020,367600,0,8568,0,0  ,376168,
32008008516,DIGGING OF FLOOD CHANNEL AT SIDE OF THE ROAD FROM BASUDEBPUR TOWARDS GRAMBERA,Renovation of Flood/ Diversion Channel for Comm,DIGGING OF FLOOD CHANNEL AT SIDE OF THE ROAD FROM BASUDEBPUR TOWARDS  GRAMBERA,3213010005/FP/320201060558064,29-07-2020,369600,0,11016,0,0  ,380616,
32008008501,DIGGING OF FLOOD CHANNEL AT SIDE OF THE ROAD FROM DANNA NOUKA GORE TOWARDS GANGULIPARA,Renovation of Flood/ Diversion Channel for Comm,DIGGING OF FLOOD CHANNEL AT SIDE OF THE ROAD FROM  DANNA NOUKA GORE TOWARDS GANGULIPARA,3213010005/FP/320201060558061,27-07-2020,386800,0,10707,0,0  ,397507,
32007981291,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5131129,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5131129,3213010005/IF/IAY/4733347,30-12-2020,19380,0,0,0,0  ,19380,
32008008568,DIGGING OF FLOOD CHANNEL AT SIDE OF THE ROAD FROM MOLLICKPARA MAIN ROAD TOWARDS PRY SCHOOL,Renovation of Flood/ Diversion Channel for Comm,DIGGING OF FLOOD CHANNEL AT SIDE OF THE ROAD FROM MOLLICKPARA MAIN ROAD TOWARDS PRY SCHOOL,3213010005/FP/320201060558098,16-07-2020,289200,0,5868,0,0  ,295068,
32006452462,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5055112,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5055112,3213010005/IF/IAY/3367695,26-02-2020,18145,0,0,0,0  ,18145,
32007981292,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB1203883,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1203883,3213010005/IF/IAY/4871870,23-06-2020,20235,0,0,0,0  ,20235,
32007686068,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB2316450,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2316450,3213010005/IF/IAY/4111867,03-12-2019,19380,0,0,0,0  ,19380,
32008008528,DIGGING OF FLOOD CHANNEL AT SIDE OF THE ROAD FROM BETUR TOWARDS DANNA,Renovation of Flood/ Diversion Channel for Comm,DIGGING OF FLOOD CHANNEL AT SIDE OF THE ROAD FROM BETUR TOWARDS DANNA,3213010005/FP/320201060558065,27-07-2020,373660,0,4044,0,0  ,377704,
32007545472,Social Forestry at Biur Shibtala Pukur Parh,Block Plantation of Forestry-in Fields-Community,Social Forestry at Biur Shibtala Pukur Parh,3213010005/DP/321002040841846,13-09-2018,81148,0,0,4000,0  ,85148,
32007434097,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5527677,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5527677,3213010005/IF/IAY/4732507,25-12-2020,19380,0,0,0,0  ,19380,
32007434101,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB3958712,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3958712,3213010005/IF/IAY/4732514,30-12-2020,19380,0,0,0,0  ,19380,
32007434087,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB2649821,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2649821,3213010005/IF/IAY/4184097,07-06-2020,19380,0,0,0,0  ,19380,
32007434084,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5159401,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5159401,3213010005/IF/IAY/4111862,26-02-2020,19380,0,0,0,0  ,19380,
32007316374,Social Forestry at Danna Cannel Par,Block Plantation-Sericulture- in Fields-Community,Social Forestry at Danna Cannel Par,3213010005/DP/22012034427936,11-06-2018,90638,0,0,1500,0  ,92138,
32007227785,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5484617,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5484617,3213010005/IF/IAY/4184127,16-06-2020,19380,0,0,0,0  ,19380,
32007483598,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB4967412,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4967412,3213010005/IF/IAY/4448231,01-11-2020,19380,0,0,0,0  ,19380,
32007686065,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB1422772,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1422772,3213010005/IF/IAY/3716677,12-03-2020,19380,0,0,0,0  ,19380,
32008035898,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB4624838,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4624838,3213010005/IF/IAY/4732500,25-12-2020,19380,0,0,0,0  ,19380,
32007174009,Block Plantation at Betur Majhpara Koborsthan,Block Plantation of Forestry-in Fields-Community,Block Plantation at Betur Majhpara Koborsthan,3213010005/DP/PP/185907,16-08-2019,38551,0,0,11369,0  ,49920,
32006535760,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5685720,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5685720,3213010005/IF/IAY/4025137,07-06-2020,19380,0,0,0,0  ,19380,
32007158030,Construction of Concrete Road from Mainroad towards Pry School,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from Mainroad towards Pry School,3213010005/RC/PP/185904,06-03-2020,21815,0,0,0,0  ,21815,
32007686070,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5756980,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5756980,3213010005/IF/IAY/4184137,07-06-2020,19380,0,0,0,0  ,19380,
32007136949,Construction of Concrete Road from from Mosjidtola towards Nimtala,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from from Mosjidtola towards Nimtala,3213010005/RC/PP/185896,13-03-2020,21815,0,0,0,0  ,21815,
32007227780,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB1524205,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1524205,3213010005/IF/IAY/4184093,16-06-2020,19380,0,0,0,0  ,19380,
32007136944,CONST OF SAMSAN CHULLI AT BETUR BENACHUPRI PUKUR,Construction of Crematorium for Community,CONST OF SAMSAN CHULLI AT BETUR BENACHUPRI PUKUR,3213010005/AV/34040949586,10-08-2018,16103,20400,573,0,0  ,37076,
32007081042,Construction of Concrete Road from Betur Agragami Club towards Dalusayer Paschim Par,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from Betur Agragami Club towards Dalusayer Paschim Par,3213010005/RC/PP/185920,11-03-2020,22223,0,0,0,0  ,22223,
32007158042,Construction of Concrete Road from House of Badal Sk House towards Football ground,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from House of Badal Sk House towards Football ground,3213010005/RC/PP/190590,25-02-2020,21815,0,0,0,0  ,21815,
32007180280,Construction of Concrete Road from Ration Shop towards House of Rejoan,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from Ration Shop towards House of Rejoan,3213010005/RC/PP/185918,10-03-2020,22223,0,0,0,0  ,22223,
32007158033,Construction of Concrete Road from House of Sukumar Bagdi towards Sarkarpara,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from House of Sukumar Bagdi towards Sarkarpara,3213010005/RC/PP/185915,10-03-2020,21815,0,0,0,0  ,21815,
32007080791,Construction of Concrete Road from Kajals Selun towards Gangadhartala,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from Kajals Selun towards Gangadhartala,3213010005/RC/PP/185917,17-02-2020,21815,0,0,0,0  ,21815,
32007080710,Construction of Concrete Road from Junior School towards Main road,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from Junior School towards Main road,3213010005/RC/PP/185916,17-02-2020,21815,0,0,0,0  ,21815,
32007080867,Construction of Concrete Road from Baladnada Kalitala towards house of Babar Ali Sekh,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from Baladnada Kalitala towards house of Babar Ali Sekh,3213010005/RC/PP/185919,11-03-2020,21815,0,0,0,0  ,21815,
32007080574,Construction of Concrete Road from Alipur House of Manoyar Sekh towards Maszidtala,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from Alipur House of Manoyar Sekh towards Maszidtala,3213010005/RC/PP/185911,11-03-2020,21815,0,0,0,0  ,21815,
32007080525,Construction of Concrete Road from Basudebpur Mallick Gore towards Paiker Para,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from Basudebpur Mallick Gore  towards Paiker Para,3213010005/RC/PP/185908,11-03-2020,21815,0,0,0,0  ,21815,
32007170799,Construction of Concrete Road from Alipur Islamtala towards Abbasuddin Dispensari,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from Alipur Islamtala towards Abbasuddin Dispensari,3213010005/RC/PP/185893,06-11-2019,27527,0,0,0,0  ,27527,
32007080433,Construction of Concrete Road from Beltala towards Kalitala,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from Beltala towards Kalitala,3213010005/RC/PP/185898,29-11-2019,25691,0,0,0,0  ,25691,
32007080327,Construction of Concrete Road from Pitch rasta towards trasformer,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from Pitch rasta towards trasformer,3213010005/RC/PP/185894,09-11-2019,19775,0,0,0,0  ,19775,
32007080271,Cons. of Concrete Road from Biur Mallick Para Tematha to Kurul Pukur.,Cement Concrete,Cons. of Concrete Road from Biur Mallick Para Tematha to Kurul Pukur.,3213010005/RC/320201060355050,11-03-2017,36224,0,0,0,0  ,36224,
32007009280,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB3761806,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3761806,3213010005/IF/IAY/4404448,01-11-2020,19380,0,0,0,0  ,19380,
32007080916,Construction of Concrete Road from Club towards SSK,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from Club towards SSK,3213010005/RC/PP/185925,10-03-2020,22223,0,0,0,0  ,22223,
32007009277,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB2532806,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2532806,3213010005/IF/IAY/4387261,01-11-2020,19380,0,0,0,0  ,19380,
32007080659,Construction of Concrete Road from Radharanitola towards Napitpara,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from Radharanitola towards Napitpara,3213010005/RC/PP/185913,20-02-2020,21815,0,0,0,0  ,21815,
32006985456,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB4105212,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4105212,3213010005/IF/IAY/4184139,11-06-2020,19380,0,0,0,0  ,19380,
32007080478,Construction of Concrete Road from Shop of Lokai towards Sunrigore,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from Shop of Lokai towards Sunrigore,3213010005/RC/PP/185900,11-03-2020,22223,0,0,0,0  ,22223,
32007136959,PCC road from Kulu Pukur to Rezoan Khamar,Constr of Cement Concrete Roads for Comm,PCC road from Kulu Pukur to Rezoan Khamar,3213010005/RC/PP/881126,30-06-2020,23460,24888,612,0,0  ,48960,
32006985419,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB2373492,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2373492,3213010005/IF/IAY/4184121,07-06-2020,19380,0,0,0,0  ,19380,
32006985446,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB1871139,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1871139,3213010005/IF/IAY/4184124,07-06-2020,19380,0,0,0,0  ,19380,
32007136943,CONST OF SAMSAN CHULLI AT BETUR RANI GORE,Construction of Crematorium for Community,CONST OF SAMSAN CHULLI AT BETUR RANI GORE,3213010005/AV/34040949585,10-08-2018,17123,0,0,0,0  ,17123,
32006678175,Construction of Concrete Road from Asthal towards Damodar Mandir,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from Asthal towards Damodar Mandir,3213010005/RC/PP/185892,09-11-2019,20795,20246,573,0,0  ,41614,
32007009278,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB1005113,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1005113,3213010005/IF/IAY/4389578,01-11-2020,19380,0,0,0,0  ,19380,
32007158037,Construction of Concrete Road from Koyetgore towards House of Hara Sekh,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from Koyetgore towards House of Hara Sekh,3213010005/RC/PP/185923,06-03-2020,22223,0,0,0,0  ,22223,
32006550131,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB4731804,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4731804,3213010005/IF/IAY/4184112,07-06-2020,19380,0,0,0,0  ,19380,
32006596236,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5394114,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5394114,3213010005/IF/IAY/4025167,07-06-2020,19380,0,0,0,0  ,19380,
32006678191,Construction of Concrete Road from Ranisayer I C D S Centre towards Maszidtala,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from Ranisayer I C D S Centre towards Maszidtala,3213010005/RC/PP/185902,21-03-2020,19775,21010,573,0,0  ,41358,
32007080985,Construction of Concrete Road from House of Chandu Bagdi towards Betur Health Centre,Constr of Cement Concrete Roads for Comm,Construction of Concrete Road from House of Chandu Bagdi towards Betur Health Centre,3213010005/RC/PP/185897,17-03-2020,22223,0,0,0,0  ,22223,
32006550076,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5047670,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5047670,3213010005/IF/IAY/4184096,07-06-2020,19380,0,0,0,0  ,19380,
32006550060,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5769628,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5769628,3213010005/IF/IAY/4025152,07-06-2020,19380,0,0,0,0  ,19380,
32006550092,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB1777867,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1777867,3213010005/IF/IAY/4184100,07-06-2020,19380,0,0,0,0  ,19380,
32006550031,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5369427,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5369427,3213010005/IF/IAY/3367712,26-02-2020,18145,0,0,0,0  ,18145,
32006550015,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5428402,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5428402,3213010005/IF/IAY/3367711,26-02-2020,18145,0,0,0,0  ,18145,
32006550000,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB2717426,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2717426,3213010005/IF/IAY/3367710,26-02-2020,18145,0,0,0,0  ,18145,
32006550046,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5257044,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5257044,3213010005/IF/IAY/4024038,07-06-2020,19380,0,0,0,0  ,19380,
32006550105,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB4722718,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4722718,3213010005/IF/IAY/4184101,16-06-2020,19380,0,0,0,0  ,19380,
32006550118,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB2557368,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2557368,3213010005/IF/IAY/4184108,16-06-2020,19380,0,0,0,0  ,19380,
32006520181,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5176661,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5176661,3213010005/IF/IAY/4025165,11-06-2020,19380,0,0,0,0  ,19380,
32006520176,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5606305,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5606305,3213010005/IF/IAY/3270161,31-10-2019,18145,0,0,0,0  ,18145,
32006536002,Plantation Scheme of Mojammal Mallick Land,Block Plantation - Shelter Belt for Individuals,Plantation Scheme of Mojammal Mallick Land,3213010005/IF/321002041024121,05-11-2019,5157,0,0,11661.1,0  ,16818.1,
32006499869,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB2714053,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2714053,3213010005/IF/IAY/2931339,31-10-2019,18145,0,0,0,0  ,18145,
32006499870,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB1903112,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1903112,3213010005/IF/IAY/3270141,18-11-2019,18145,0,0,0,0  ,18145,
32006499863,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB1927450,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1927450,3213010005/IF/IAY/2931058,31-10-2019,18145,0,0,0,0  ,18145,
32006520187,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5689044,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5689044,3213010005/IF/IAY/4184115,16-06-2020,19380,0,0,0,0  ,19380,
32006499867,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB2719327,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2719327,3213010005/IF/IAY/2931162,31-10-2019,18145,0,0,0,0  ,18145,
32007009275,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB2818637,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2818637,3213010005/IF/IAY/4384808,01-11-2020,19380,0,0,0,0  ,19380,
32006499641,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5662081,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5662081,3213010005/IF/IAY/3367724,26-02-2020,18145,0,0,0,0  ,18145,
32006499877,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB4460656,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4460656,3213010005/IF/IAY/4184118,16-06-2020,19380,0,0,0,0  ,19380,
32006499644,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB2406845,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2406845,3213010005/IF/IAY/4184103,07-06-2020,19380,0,0,0,0  ,19380,
32006499633,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB3266880,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3266880,3213010005/IF/IAY/3311980,09-11-2019,18145,0,0,0,0  ,18145,
32006488388,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB3281149,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3281149,3213010005/IF/IAY/4025144,07-06-2020,19380,0,0,0,0  ,19380,
32006488390,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB2702533,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2702533,3213010005/IF/IAY/4025148,07-06-2020,19380,0,0,0,0  ,19380,
32006488363,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5262493,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5262493,3213010005/IF/IAY/3367728,26-02-2020,18145,0,0,0,0  ,18145,
32006550144,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB4691517,Constr of PMAY-G House for Individuals,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4691517,3213010005/IF/IAY/4184131,07-06-2020,19380,0,0,0,0  ,19380,
