assetid,schemename,schemecode,assetname,classofasset,sanctiondate,wage,semiskilled,skilled,material,contingency,total,mandays
32008244684,Reconstruction of House under SDRF post AMPHAN of beneficiary Putul Mondal sand III,3216014001/IF/321002041137342,Reconstruction of House under SDRF post AMPHAN of beneficiary Putul Mondal sand III,Constr of State scheme House for Individuals,11-06-2020,18360,0,0,0,0  ,18360,
32008235212,Reconstruction of House under SDRF post AMPHAN of beneficiary Pradip Das and Others 8 at sand X,3216014001/IF/321002041167768,Reconstruction of House under SDRF post AMPHAN of beneficiary Pradip Das and Others 8 at sand X,Constr of State scheme House for Individuals,16-06-2020,165240,0,0,0,0  ,165240,
32008235199,Reconstruction of House under SDRF post AMPHAN of beneficiary Soma Roy Naskar and Other 8 at sandVII,3216014001/IF/321002041167766,Reconstruction of House under SDRF post AMPHAN of beneficiary Soma Roy Naskar and Other 8 at sandVII,Constr of State scheme House for Individuals,16-06-2020,165240,0,0,0,0  ,165240,
32008235177,Reconstruction of House under SDRF post AMPHAN of beneficiary Badru Jaman Molla  sand VIII,3216014001/IF/321002041141998,Reconstruction of House under SDRF post AMPHAN of beneficiary Badru Jaman Molla sand VIII,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32008235126,RENOVATION OF TRADITIONAL WATER BODIES AT SANSAD II III IX UNDER ASHUTI I GRAM PANCHAYAT,3216014001/WC/321002040904797,RENOVATION OF TRADITIONAL WATER BODIES AT SANSAD II III IX UNDER ASHUTI I GRAM PANCHAYAT,Renovtion of Community Ponds for Comm,14-08-2020,336600,0,0,0,0  ,336600,
32008245499,Reconstruction of House under SDRF post AMPHAN of beneficiary Sonatan Das  sand V,3216014001/IF/321002041141949,Reconstruction of House under SDRF post AMPHAN of beneficiary Sonatan Das sand V,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32008235007,Reconstruction of House under SDRF post AMPHAN of beneficiary Samim Molla and Other 9 at sand IX,3216014001/IF/321002041200886,Reconstruction of House under SDRF post AMPHAN of beneficiary Samim Molla and Other 9 at sand IX,Constr of State scheme House for Individuals,16-06-2020,156060,0,0,0,0  ,156060,
32008235369,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Masura Bibi at Sansad XII,3216014001/IF/321002041151521,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Masura Bibi at Sansad XII,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32008235299,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Angura Bibi at Sansad XII,3216014001/IF/321002041151502,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Angura Bibi at Sansad XII,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32008234975,Reconstruction of House under SDRF post AMPHAN of beneficiary Sukhen Naskar sand VIII,3216014001/IF/321002041200891,Reconstruction of House under SDRF post AMPHAN of beneficiary Sukhen Naskar sand VIII,Constr of State scheme House for Individuals,16-06-2020,128520,0,0,0,0  ,128520,
32008214716,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Bholanath Mondal at Sansad IV,3216014001/IF/321002041151418,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Bholanath Mondal at Sansad IV,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32008214558,Reconstruction of House under SDRF post AMPHAN of beneficiary Bedana Chatterjee sand IV,3216014001/IF/321002041136110,Reconstruction of House under SDRF post AMPHAN of beneficiary Bedana Chatterjee sand IV,Constr of State scheme House for Individuals,05-06-2020,18360,0,0,0,0  ,18360,
32008214807,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Subir Majumder at Sansad IV,3216014001/IF/321002041151402,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Subir Majumder at Sansad IV,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32008214324,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Lokesh Ch Nath at Sansad IV,3216014001/IF/321002041151407,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Lokesh Ch Nath at Sansad IV,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32008213960,Reconstruction of House under SDRF post AMPHAN of beneficiary Pintu Adhikary and Others 8 at sand X,3216014001/IF/321002041159960,Reconstruction of House under SDRF post AMPHAN of beneficiary Pintu Adhikary and Others 8 at sand X,Constr of State scheme House for Individuals,16-06-2020,165240,0,0,0,0  ,165240,
32008234965,Reconstruction of House under SDRF post AMPHAN of beneficiary Mantu Maity and Others 8 at sand VI,3216014001/IF/321002041167794,Reconstruction of House under SDRF post AMPHAN of beneficiary Mantu Maity and Others 8 at sand VI,Constr of State scheme House for Individuals,16-06-2020,149940,0,0,0,0  ,149940,
32008214959,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Pratima Sardar at Sansad IV,3216014001/IF/321002041151420,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Pratima Sardar at Sansad IV,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32008213921,Reconstruction of House under SDRF post AMPHAN of beneficiary Palash Naskar and Others 8 at sand V,3216014001/IF/321002041153100,Reconstruction of House under SDRF post AMPHAN of beneficiary Palash Naskar and Others 8 at sand V,Constr of State scheme House for Individuals,16-06-2020,165240,0,0,0,0  ,165240,
32008213717,Reconstruction of House under SDRF post AMPHAN of beneficiary Swapan Das and Other 8 at sand VI,3216014001/IF/321002041159945,Reconstruction of House under SDRF post AMPHAN of beneficiary Swapan Das and Other 8 at sand VI,Constr of State scheme House for Individuals,16-06-2020,165240,0,0,0,0  ,165240,
32008214084,Reconstruction of house under SDRF post AMPHAN of Beneficiary Gayatri Bala Naskar at Sansad IV,3216014001/IF/321002041151386,Reconstruction of house under SDRF post AMPHAN of Beneficiary Gayatri Bala Naskar at Sansad IV,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32008213464,Reconstruction of House under SDRF post AMPHAN of beneficiary Subir Mondal Other 8 at sand VI,3216014001/IF/321002041153780,Reconstruction of House under SDRF post AMPHAN of beneficiary Subir Mondal Other 8 at sand VI,Constr of State scheme House for Individuals,16-06-2020,165240,0,0,0,0  ,165240,
32008213417,Reconstruction of House under SDRF post AMPHAN of beneficiary Jamuna Mondal and Others 8 at sand VI,3216014001/IF/321002041167722,Reconstruction of House under SDRF post AMPHAN of beneficiary Jamuna Mondal and Others 8 at sand VI,Constr of State scheme House for Individuals,16-06-2020,163200,0,0,0,0  ,163200,
32008213087,Reconstruction of House under SDRF post AMPHAN of beneficiary Sumitra Karmakar and Other8 at sand II,3216014001/IF/321002041167780,Reconstruction of House under SDRF post AMPHAN of beneficiary Sumitra Karmakar and Other8 at sand II,Constr of State scheme House for Individuals,16-06-2020,128520,0,0,0,0  ,128520,
32008213312,Reconstruction of House under SDRF post AMPHAN of beneficiary Nirmal Pramanic and Others 8 at sand I,3216014001/IF/321002041167738,Reconstruction of House under SDRF post AMPHAN of beneficiary Nirmal Pramanic and Others 8 at sand I,Constr of State scheme House for Individuals,16-06-2020,128520,0,0,0,0  ,128520,
32008212973,Reconstruction of House under SDRF post AMPHAN of beneficiary Subhrajyoti Dey sand III,3216014001/IF/321002041137337,Reconstruction of House under SDRF post AMPHAN of beneficiary Subhrajyoti Dey sand III,Constr of State scheme House for Individuals,11-06-2020,18360,0,0,0,0  ,18360,
32008212927,Reconstruction of House under SDRF post AMPHAN of beneficiary Tinku Naskar at sansad III,3216014001/IF/321002041151533,Reconstruction of House under SDRF post AMPHAN of beneficiary Tinku Naskar at sansad III,Constr of State scheme House for Individuals,16-06-2020,15300,0,0,0,0  ,15300,
32008213545,Reconstruction of House under SDRF post AMPHAN of beneficiary Subrata Kayal and Others 8 at sand VI,3216014001/IF/321002041167719,Reconstruction of House under SDRF post AMPHAN of beneficiary Subrata Kayal and Others 8 at sand VI,Constr of State scheme House for Individuals,16-06-2020,165240,0,0,0,0  ,165240,
32008213595,Reconstruction of House under SDRF post AMPHAN of beneficiary Subhasis Kayal and Others 8 at sand VI,3216014001/IF/321002041167712,Reconstruction of House under SDRF post AMPHAN of beneficiary Subhasis Kayal and Others 8 at sand VI,Constr of State scheme House for Individuals,16-06-2020,153000,0,0,0,0  ,153000,
32008213875,Reconstruction of House under SDRF post AMPHAN of beneficiary Sufal Pailan and others 8 at sand V,3216014001/IF/321002041153110,Reconstruction of House under SDRF post AMPHAN of beneficiary Sufal Pailan and others 8 at sand V,Constr of State scheme House for Individuals,16-06-2020,165240,0,0,0,0  ,165240,
32008210484,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Sanjoy Mali at Sansad IV,3216014001/IF/321002041151434,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Sanjoy Mali at Sansad IV,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32008210435,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Tapas Chatterjee at Sansad IV,3216014001/IF/321002041151446,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Tapas Chatterjee at Sansad IV,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32008210524,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Saraswati Mali at Sansad IV,3216014001/IF/321002041151411,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Saraswati Mali at Sansad IV,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32008212787,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Bhabesh Chandra Naskar at Sansad IV,3216014001/IF/321002041151443,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Bhabesh Chandra Naskar at Sansad IV,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32008210297,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Dashurathi Chatterjee at Sansad IV,3216014001/IF/321002041151426,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Dashurathi Chatterjee at Sansad IV,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32008210338,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Basanti Chatterjee at Sansad IV,3216014001/IF/321002041151399,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Basanti Chatterjee at Sansad IV,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32008212846,DRAINAGE OF WATER LOOGGED LAND AT DIIFERENCE PLACE OF SANSAD NO V II X XI,3216014001/FP/320201060560138,DRAINAGE OF WATER LOOGGED LAND AT DIIFERENCE PLACE OF SANSAD NO V II X XI,Constr of drain for coastal protection for Comm.,25-06-2020,218484,0,0,0,0  ,218484,
32008210136,Reconstruction of House under SDRF post AMPHAN of beneficiary Tutu Mondal at sansad III,3216014001/IF/321002041151557,Reconstruction of House under SDRF post AMPHAN of beneficiary Tutu Mondal at sansad III,Constr of State scheme House for Individuals,16-06-2020,15300,0,0,0,0  ,15300,
32008235054,Reconstruction of House under SDRF post AMPHAN of beneficiary Niranjan Roy and Others  at sand X,3216014001/IF/321002041167753,Reconstruction of House under SDRF post AMPHAN of beneficiary Niranjan Roy and Others at sand X,Constr of State scheme House for Individuals,16-06-2020,156060,0,0,0,0  ,156060,
32008209955,Reconstruction of House under SDRF post AMPHAN of beneficiary Rekha Singh at sansad III,3216014001/IF/321002041151492,Reconstruction of House under SDRF post AMPHAN of beneficiary Rekha Singh at sansad III,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32008209844,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Bharati Mondal at Sansad IV,3216014001/IF/321002041151432,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Bharati Mondal at Sansad IV,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32008210240,RENOVATION OF TRADITIONAL WATER BODIES AT SANSAD I UNDER ASHUTI I GRAM PANCHAYAT,3216014001/WC/321002040904796,RENOVATION OF TRADITIONAL WATER BODIES AT SANSAD I UNDER ASHUTI I GRAM PANCHAYAT,Renovtion of Community Ponds for Comm,14-08-2020,332520,0,0,0,0  ,332520,
32008234991,Reconstruction of House under SDRF post AMPHAN of benefiary Bibhas Roy and Other 9 at sand XI,3216014001/IF/321002041200866,Reconstruction of House under SDRF post AMPHAN of benefiary Bibhas Roy and Other 9 at sand XI,Constr of State scheme House for Individuals,16-06-2020,143820,0,0,0,0  ,143820,
32008209528,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Kanak Mondal at Sansad IV,3216014001/IF/321002041151424,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Kanak Mondal at Sansad IV,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32008209629,Reconstruction of House under SDRF post AMPHAN of beneficiary Kajal Bhatacharya and Other 8at sandII,3216014001/IF/321002041167771,Reconstruction of House under SDRF post AMPHAN of beneficiary Kajal Bhatacharya and Other 8at sandII,Constr of State scheme House for Individuals,16-06-2020,96900,0,0,0,0  ,96900,
32008235267,Reconstruction of House under SDRF post AMPHAN of beneficiary  Masum Ali Molla and Other 8 at sand X,3216014001/IF/321002041167755,Reconstruction of House under SDRF post AMPHAN of beneficiary Masum Ali Molla and Other 8 at sand X,Constr of State scheme House for Individuals,16-06-2020,165240,0,0,0,0  ,165240,
32008209686,Reconstruction of House under SDRF post AMPHAN of beneficiary Sabita Naskar and Others 8 at sand II,3216014001/IF/321002041167774,Reconstruction of House under SDRF post AMPHAN of beneficiary Sabita Naskar and Others 8 at sand II,Constr of State scheme House for Individuals,16-06-2020,128520,0,0,0,0  ,128520,
32008208874,Reconstruction of House under SDRF post AMPHAN of beneficiary Kashinath Naskar and Other9 at sand IV,3216014001/IF/321002041200869,Reconstruction of House under SDRF post AMPHAN of beneficiary Kashinath Naskar and Other9 at sand IV,Constr of State scheme House for Individuals,16-06-2020,138720,0,0,0,0  ,138720,
32008208800,Reconstruction of House under SDRF post AMPHAN of beneficiary Bharati Haldar at sansad III,3216014001/IF/321002041151565,Reconstruction of House under SDRF post AMPHAN of beneficiary Bharati Haldar at sansad III,Constr of State scheme House for Individuals,16-06-2020,15300,0,0,0,0  ,15300,
32008209234,Reconstruction of House under SDRF post AMPHAN of beneficiary Arup Naskar and Others 8 at sand VII,3216014001/IF/321002041167791,Reconstruction of House under SDRF post AMPHAN of beneficiary Arup Naskar and Others 8 at sand VII,Constr of State scheme House for Individuals,16-06-2020,156060,0,0,0,0  ,156060,
32008209073,Reconstruction of House under SDRF post AMPHAN of beneficiary Manas RoyNaskar and Others8at sand VII,3216014001/IF/321002041167788,Reconstruction of House under SDRF post AMPHAN of beneficiary Manas RoyNaskar and Others8at sand VII,Constr of State scheme House for Individuals,16-06-2020,156060,0,0,0,0  ,156060,
32008208496,Reconstruction of House under SDRF post AMPHAN of beneficiary Sanjib Sardar sand III,3216014001/IF/321002041200879,Reconstruction of House under SDRF post AMPHAN of beneficiary Sanjib Sardar sand III,Constr of State scheme House for Individuals,16-06-2020,86700,0,0,0,0  ,86700,
32008209782,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Bimal Mali At Sansad IV,3216014001/IF/321002041151429,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Bimal Mali At Sansad IV,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32008148238,Orchard Plantation of Beneficiary – PRABIR MONDAL at Sansad No-X,3216014001/IF/22012034661233,Orchard Plantation of Beneficiary – PRABIR MONDAL at Sansad No-X,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,10505,0,0,0,0  ,10505,
32008209436,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Raghunath Mondal at Sansad IV,3216014001/IF/321002041151406,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Raghunath Mondal at Sansad IV,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32008148047,Block Plantation of Horticulture Trees in fields for Dwadashi Mondal at Sansad No XII,3216014001/IF/321002041011436,Block Plantation of Horticulture Trees in fields for Dwadashi Mondal at Sansad No XII,Block Plantation-Hort-Trees in fields-Individuals,30-08-2019,444,0,0,0,0  ,444,
32008208572,Reconstruction of House under SDRF post AMPHAN of beneficiary Utpal Naskar and Others 8 at sand I,3216014001/IF/321002041167757,Reconstruction of House under SDRF post AMPHAN of beneficiary Utpal Naskar and Others 8 at sand I,Constr of State scheme House for Individuals,16-06-2020,156060,0,0,0,0  ,156060,
32008147937,Orchard Plantation of Beneficiary –SANAT SARDAR at Sansad No-X,3216014001/IF/22012034661203,Orchard Plantation of Beneficiary –SANAT SARDAR at Sansad No-X,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,10505,0,0,0,0  ,10505,
32008148260,Orchard Plantation of Beneficiary – BHARATI HALDAR at Sansad No-III,3216014001/IF/22012034661215,Orchard Plantation of Beneficiary – BHARATI HALDAR at Sansad No-III,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,10505,0,0,0,0  ,10505,
32008147862,Orchard Plantation of Beneficiary- HAIDAR ALI MOLLA  at Sansad No-VII,3216014001/IF/22012034659701,Orchard Plantation of Beneficiary- HAIDAR ALI MOLLA at Sansad No-VII,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,9550,0,0,0,0  ,9550,
32008147917,Orchard Plantation of Beneficiary –ALI AKBAR MOLLA at Sansad No-XII,3216014001/IF/22012034661142,Orchard Plantation of Beneficiary –ALI AKBAR MOLLA at Sansad No-XII,Line Plntation(Coast) - horti-trees (Individuals),24-08-2018,1910,0,0,0,0  ,1910,
32008147887,Orchard Plantation of Beneficiary- SARMIN BIBI  at Sansad No-VIII,3216014001/IF/22012034659735,Orchard Plantation of Beneficiary- SARMIN BIBI at Sansad No-VIII,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,9550,0,0,0,0  ,9550,
32008147795,Orchard Plantation of Beneficiary- RAMJAN ALI MOLLA  at Sansad No-VII,3216014001/IF/22012034659662,Orchard Plantation of Beneficiary- RAMJAN ALI MOLLA at Sansad No-VII,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,9550,0,0,0,0  ,9550,
32008208736,Reconstruction of House under SDRF post AMPHAN of beneficiary Arup Maity sand III,3216014001/IF/321002041200895,Reconstruction of House under SDRF post AMPHAN of beneficiary Arup Maity sand III,Constr of State scheme House for Individuals,16-06-2020,156060,0,0,0,0  ,156060,
32008147762,Orchard Plantation of Beneficiary- AJAY MONDAL at Sansad No-V,3216014001/IF/22012034659108,Orchard Plantation of Beneficiary- AJAY MONDAL at Sansad No-V,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,10505,0,0,0,0  ,10505,
32008147745,Orchard Plantation of Beneficiary- RUNU SARDAR at sansad No-III,3216014001/IF/22012034657771,Orchard Plantation of Beneficiary- RUNU SARDAR at sansad No-III,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,10505,0,0,0,0  ,10505,
32008147840,Orchard Plantation of Beneficiary-LAKSHMI SARDAR at Sansad No-IIII,3216014001/IF/22012034659687,Orchard Plantation of Beneficiary-LAKSHMI SARDAR at Sansad No-III,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,10505,0,0,0,0  ,10505,
32008147689,Orchard Plantation of Beneficiary- RATHINDRA NATH MONDAL  at sansad No-II,3216014001/IF/22012034657750,Orchard Plantation of Beneficiary- RATHINDRA NATH MONDAL at sansad No-II,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,9550,0,0,0,0  ,9550,
32008147816,Orchard Plantation of Beneficiary- KARTTIK MONDAL at Sansad No-VII,3216014001/IF/22012034659665,Orchard Plantation of Beneficiary- KARTTIK MONDAL at Sansad No-VII,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,10505,0,0,0,0  ,10505,
32008147718,Orchard Plantation of Beneficiary- SONALI JANA at sansad No-III,3216014001/IF/22012034657758,Orchard Plantation of Beneficiary- SONALI JANA at sansad No-III,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,10505,0,0,0,0  ,10505,
32008147544,Reconstruction of House under SDRF post AMPHAN of beneficiary Gajen Mondal and Others 8 at sand V,3216014001/IF/321002041167785,Reconstruction of House under SDRF post AMPHAN of beneficiary Gajen Mondal and Others 8 at sand V,Constr of State scheme House for Individuals,16-06-2020,154020,0,0,0,0  ,154020,
32008209370,Reconstruction of House under SDRF post AMPHAN of beneficiary Dilip Naskar sand VIII,3216014001/IF/321002041200893,Reconstruction of House under SDRF post AMPHAN of beneficiary Dilip Naskar sand VIII,Constr of State scheme House for Individuals,16-06-2020,104040,0,0,0,0  ,104040,
32008147646,Orchard Plantation of Beneficiary- HARIDAS MISTRI at sansad No-II,3216014001/IF/22012034657429,Orchard Plantation of Beneficiary- HARIDAS MISTRI at sansad No-II,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,7640,0,0,0,0  ,7640,
32008148137,Block Plantation of Horticulture Trees in fields for Selima Bibi at Sansad No -X,3216014001/IF/321002041018419,Block Plantation of Horticulture Trees in fields for Selima Bibi at Sansad No -X,Block Plantation-Hort-Trees in fields-Individuals,13-09-2019,444,0,0,0,0  ,444,
32008074175,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2621630,3216014001/IF/IAY/4957965,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB2621630,Constr of PMAY-G House for Individuals,30-07-2021,20070,0,0,0,0  ,20070,
32008074218,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4820667,3216014001/IF/IAY/4976950,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB4820667,Constr of PMAY-G House for Individuals,30-07-2021,20070,0,0,0,0  ,20070,
32008074190,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4074213,3216014001/IF/IAY/4968493,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB4074213,Constr of PMAY-G House for Individuals,30-07-2021,20070,0,0,0,0  ,20070,
32007857629,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2405427,3216014001/IF/IAY/4227101,Construction of PMAY-G House for Individuals,Constr of PMAY-G House for Individuals,28-07-2020,19170,0,0,0,0  ,19170,
32007933992,PLANTATION CUM ENVIRONMENTAL CLEANING AT ASHUTI SARDAR PARA SSK AT SANSAD NO-AI/I,3216014001/DP/22012034432825,PLANTATION CUM ENVIRONMENTAL CLEANING AT ASHUTI SARDAR PARA SSK AT SANSAD NO-AI/I,Road Line Plantation of Shelter Belt Trees-Comm,07-06-2018,24066,0,0,0,0  ,24066,
32007657242,Gitanjali house of  PUSHPA SARDAR AT SANSAD-I,3216014001/IF/321002040912604,Gitanjali house of PUSHPA SARDAR AT SANSAD-I,Constr of State scheme House for Individuals,15-11-2018,12797,0,0,0,0  ,12797,
32008147664,Orchard Plantation of Beneficiary- GOUTAM NASKAR  at sansad No-II,3216014001/IF/22012034657717,Orchard Plantation of Beneficiary- GOUTAM NASKAR at sansad No-II,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,7640,0,0,0,0  ,7640,
32008147614,Gitanjali house of  SHYAMAL MONDAL AT SANSAD-III,3216014001/IF/321002040912609,Gitanjali house of SHYAMAL MONDAL AT SANSAD-III,Constr of State scheme House for Individuals,15-11-2018,12797,0,0,0,0  ,12797,
32007922289,Block Plantation of Horticulture Trees in fields for Prashanta Mal at Sansad No XII,3216014001/IF/321002041011418,Block Plantation of Horticulture Trees in fields for Prashanta Mal at Sansad No XII,Block Plantation-Hort-Trees in fields-Individuals,30-08-2019,444,0,0,0,0  ,444,
32007657219,GITANJALI HOUSE OF SOKRUN BIBI AT SANSAD-XII,3216014001/IF/321002040842358,GITANJALI HOUSE OF SOKRUN BIBI AT SANSAD-XII,Constr of State scheme House for Individuals,17-07-2018,17190,0,0,0,0  ,17190,
32007857613,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3544675,3216014001/IF/IAY/4227083,Construction of PMAY-G House for Individuals,Constr of PMAY-G House for Individuals,10-05-2020,19170,0,0,0,0  ,19170,
32007657200,PLANTATION CUM ENVIRONMENTAL CLEANING AT ASHUTI MOLLA PARA SSK AT SANSAD NO-AI/VIII,3216014001/DP/22012034432822,PLANTATION CUM ENVIRONMENTAL CLEANING AT ASHUTI MOLLA PARA SSK AT SANSAD NO-AI/VIII,Road Line Plantation of Shelter Belt Trees-Comm,07-06-2018,22538,0,0,0,0  ,22538,
32008210400,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Sabita Chatterjee at Sansad IV,3216014001/IF/321002041151455,Reconstruction of house under SDRF post AMPHAN of Beneficiary of Sabita Chatterjee at Sansad IV,Constr of State scheme House for Individuals,16-06-2020,18360,0,0,0,0  ,18360,
32007657120,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5243071,3216014001/IF/IAY/2215588,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5243071,Constr of PMAY-G House for Individuals,05-02-2018,13752,0,0,0,0  ,13752,
32007657097,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5188219,3216014001/IF/IAY/2214808,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5188219,Constr of PMAY-G House for Individuals,07-03-2018,12033,0,0,0,0  ,12033,
32007657236,GITANJALI HOUSE OF CHAMPA NASKAR AT SANSAD-V,3216014001/IF/321002040842450,"	Constr of State scheme House for Individuals	",Constr of State scheme House for Individuals,17-07-2018,17190,0,0,0,0  ,17190,
32007657111,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5439847,3216014001/IF/IAY/2215137,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5439847,Constr of PMAY-G House for Individuals,21-03-2018,10123,0,0,0,0  ,10123,
32007657083,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5134676,3216014001/IF/IAY/2214685,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB5134676,Constr of PMAY-G House for Individuals,07-03-2018,13752,0,0,0,0  ,13752,
32007657194,Environmental Cleaning at South Ashuti Abaitanik Prathamik Vidyalaya (Rathtala) Sansad A1/VII,3216014001/DP/22012034411637,Environmental Cleaning at South Ashuti Abaitanik Prathamik Vidyalaya (Rathtala) Sansad A1/VII,Plantation,25-10-2017,9360,0,0,0,0  ,9360,
32007657004,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3451117,3216014001/IF/IAY/2212638,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB3451117,Constr of PMAY-G House for Individuals,07-03-2018,15280,0,0,0,0  ,15280,
32007657024,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3461063,3216014001/IF/IAY/2212649,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. WB3461063,Constr of PMAY-G House for Individuals,07-03-2018,15280,0,0,0,0  ,15280,
32007657226,GITANJALI HOUSE OF DIPANKAR SAHA AT SANSAD-II,3216014001/IF/321002040842447,GITANJALI HOUSE OF DIPANKAR SAHA AT SANSAD-II,Constr of State scheme House for Individuals,17-07-2018,17190,0,0,0,0  ,17190,
32007656969,Gitanjali House of NEMAI SARDAR at Sansad-V,3216014001/IF/321002040910939,Gitanjali House of NEMAI SARDAR at Sansad-V,Constr of State scheme House for Individuals,15-11-2018,12797,0,0,0,0  ,12797,
32007656847,Orchard Plantation of Beneficiary –ATANU ADHIKARY at Sansad No-X,3216014001/IF/22012034661199,Orchard Plantation of Beneficiary –ATANU ADHIKARY at Sansad No-X,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,10505,0,0,0,0  ,10505,
32007656815,Orchard Plantation of Beneficiary –RABIN NASKAR at Sansad No-X,3216014001/IF/22012034661190,Orchard Plantation of Beneficiary –RABIN NASKAR at Sansad No-X,Line Plntation(Coast) - horti-trees (Individuals),27-06-2018,10505,0,0,0,0  ,10505,
