assetid,assetname,classofasset,schemename,schemecode,sanctiondate,wage,Total Material,semiskilled,skilled,material,contingency,total,mandays
32001981339,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD FROM RAIL LINE TOWARDS THE HOUSE OF SAILEN CHOWDHURY AT ROAD STATION .,3201009012/RC/01/08/10,10-06-2010,110010,0,0,0,0,0  ,110010,
32001981528,RURAL CONECTIVITY,Earthern road,E/W in road from  the H/O Ahed ali Mondal to River Ghat at Natun Sambhu Nagar.,3201009012/RC/091201/28,25-03-2008,25718,0,0,0,0,0  ,25718,
32001981508,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD FROM IDGAHA TOWARDS SHITALA MANDIR AT DIJENDRANAGAR ,3201009012/RC/07/23,11-12-2009,95187,0,0,0,0,0  ,95187,
32001981488,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD FROM THE HOUSE OF IDGAHA (DUG NO -515) TOWARDS VULU SEKH (DUG NO -427) AT UTTAR AMGHATA,3201009012/RC/06/18,11-12-2009,60565,0,0,0,0,0  ,60565,
32001981548,RURAL CONECTIVITY,Earthern road,E/W in excavation from the shop of Mahadeb Ghosh to Ajit Ghosh,3201009012/RC/091203/26,04-03-2008,74854,0,0,0,0,0  ,74854,
32001981482,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD AT FROM HOUSE OF ABDUL SK TOWARDS SAHAJAN SK AT UTTAR AMGHATA,3201009012/RC/06/11/10,10-07-2010,0,0,0,0,0,0  ,0,
32001981538,RURAL CONECTIVITY,Earthern road,E/W in road embankment from Laltu Ghosh to Musalman para.,3201009012/RC/091203/24,04-03-2008,321028,0,0,0,0,0  ,321028,
32001981586,RURAL CONECTIVITY,Earthern road,E/W in road from Sitalatala temple to Eidgaha.,3201009012/RC/091210/14,15-02-2008,48771,0,0,0,0,0  ,48771,
32001981590,RURAL CONECTIVITY,Earthern road,E/W road from H/O-Adhir Biswas to Tangra Canal.,3201009012/RC/091212/34,24-03-2008,34011,0,0,0,0,0  ,34011,
32001981597,RURAL CONECTIVITY,Earthern road,E/W in road  from the H/O Nabi Sekh upto Peti para.,3201009012/RC/091214/31,24-03-2008,49817,0,0,0,0,0  ,49817,
32001981554,RURAL CONECTIVITY,Earthern road,E/W embankment from Hazratala to Gorar Khal.,3201009012/RC/091205/03,15-02-2008,81706,0,0,0,0,0  ,81706,
32001981621,RURAL CONECTIVITY,Earthern road,Earthen Road from Switch Gate towards Chamta Khal ,3201009012/RC/1/3/09-10,23-04-2009,207276,0,0,0,0,0  ,207276,
32001981575,RURAL CONECTIVITY,Earthern road,E/W in road from Amghata Eidhaha to H/O Bhulu Sekh.,3201009012/RC/091209/012,12-12-2007,34415,0,0,0,0,0  ,34415,
32001981633,RURAL CONECTIVITY,Metal First coat,CONSTRUCTION OF SINGLE BRICK FLAT SOLING ROAD FROM HOUSE OF NIRAPADA SARKAR TOWARDS LAND OF PARAN ,3201009012/RC/10/17/11,07-04-2011,10920,70542.6,0,2535,68007.6,0  ,81462.6,
32001981696,RURAL CONECTIVITY,Earthern road,CONSTRUCTION OF SINGLE BRICK FLAT SOLING ROAD FROM KASHIBASH GHAT TOWARDS PRIMARY SCHOOL AT KASHIBAS,3201009012/RC/12/40/9-10,23-02-2010,11500,38095,0,0,38095,0  ,49595,
32001981614,RURAL CONECTIVITY,Earthern road,Earthen Road from Land of Nimai Ghosh towards Shallow of Mantu Ghosh,3201009012/RC/1/11/09-10,23-04-2009,524200,0,0,0,0,0  ,524200,
32001981563,RURAL CONECTIVITY,Earthern road,E/W in road from Purtan office to Sundari Ghat.,3201009012/RC/091207/10,12-12-2007,78995,0,0,0,0,0  ,78995,
32001981478,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD FROM INDARA TOWARDS LAND OF SUSHANTA BISWAS (DAG NO- 810) AT CHAR SAMBHU NAGAR ,3201009012/RC/05/27/12,14-02-2013,0,6528,0,6528,0,0  ,6528,
32001981515,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD SIDE EMBANKMENT FROM IDGAHA TOWARDS VULU SK (PHASE II) AT UTTAR AMGHATA,3201009012/RC/09/21/12,14-01-2013,0,8160,0,8160,0,0  ,8160,
32001982597,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD FROM SHIBDAHA TOWARDS LAND OD SADHAN GHOSH  AT BRAHMANAGAR,3201009012/RC/15/22/12,14-01-2013,0,8568,0,8568,0,0  ,8568,
32001982583,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD FROM THE HOUSE OF NITAI SARDER TOWARDS CHANDU SARDER AT BRAHMANAGAR,3201009012/RC/15/01/11,03-06-2011,10959,1790,0,390,1400,0  ,12749,
32001981708,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD FROM ALI SK TOWARDS CHRISTIAN PARA AT KASHIBASH,3201009012/RC/12-08/01-9,05-06-2009,261890,0,0,0,0,0  ,261890,
32001982642,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD FROM ARABINDU NAGAR TOWARDS RAIL LINE AT ROAD STATION,3201009012/RC/2/25/12-13,14-02-2013,0,21421,0,21421,0,0  ,21421,
32001982587,RURAL CONECTIVITY,Metal First coat,SINGLE BRICK FLAT SOLING ROAD FROM ROAD OF ZILLA PARISHAD(DUG NO-2095)TOWARDS HOUSE OF MADHU GHOSH,3201009012/RC/15/14/11,04-02-2011,12740,79761.6,0,2925,76836.6,0  ,92501.6,
32001982614,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD AT FROM USHIDPUR GAJANTALA (DURGA MANDAP) TO WARDS ALOKA BILL AT USHIDPUR  ,3201009012/RC/16-12/14-9,30-06-2009,51481,0,0,0,0,0  ,51481,
32001982664,RURAL CONECTIVITY,Earthern road,Earthen Road side embankment from house of Ramproshad Ghosh via Charaktala towards house of Sadhan ,3201009012/RC/3/11/09-10,23-04-2009,159302,0,0,0,0,0  ,159302,
32001982605,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD SIDE EMBANKMENT FROM CULVERT OF ZILLA PARISHAD TOWARDS BINOD GHOSH AT BRAHMANAGAR,3201009012/RC/15/24/12,14-02-2013,0,11424,0,11424,0,0  ,11424,
32001982659,RURAL CONECTIVITY,Earthern road,CONSTRUCTION OF SINGLE BRICK FLAT SOLING ROAD SWAPAN SEN GUPTA TOWARDS SUBASH GHOSH AT ROAD STATION ,3201009012/RC/2/49/9-10,22-03-2010,23850,0,0,0,0,0  ,23850,
32001981718,RURAL CONECTIVITY,Metal First coat,CONSTRUCTION OF SINGLE BRICK FLAT SOLING ROAD FROM HOUSE OF DILIP MONDAL TOWARDS HOUSE OF BIMAL ,3201009012/RC/13/20/11,07-04-2011,13520,85611.6,0,2925,82686.6,0  ,99131.6,
32001981704,RURAL CONECTIVITY,Earthern road,CONSTRUCTION OF SINGLE BRICK FLAT SOLING ROAD FROM HOUSE OF KASEM SK TOWARDS 3 NO MORE AT SHYAMNAGAR,3201009012/RC/12/41/9-10,23-02-2010,23800,75775,0,0,75775,0  ,99575,
32001982678,RURAL CONECTIVITY,WBM,RENOVATION  KGR - I/65(85/142) NO POLLING STATION ,3201009012/RC/320201060135803,01-07-2013,34881,200127.22,1586,2038,196503.22,0  ,235008.22,
32001981725,RURAL CONECTIVITY,Metal First coat,CONSTRUCTION OF SINGLE BRICK FLAT SOLING FROM HOUSE OF BAKKAR SK TOWARDS HOUSE OF DULAL BISWAS AT S+,3201009012/RC/13/21/11,07-04-2011,8970,1755,975,780,0,0  ,10725,
32001982689,RURAL CONECTIVITY,Kharanja (Brick/Stone),"RENOVATION KGR-1/65(85/151,152) NO POLLING STATION",3201009012/RC/320201060135818,01-07-2013,6342,49045.5,0,1812,47233.5,0  ,55387.5,
32001982795,RURAL CONECTIVITY,WBM,"RANOVATION KGR-1/65(85/156,158) NO POLLING STATION",3201009012/RC/320201060135824,01-07-2013,15855,163331.06,906,3172,159253.06,0  ,179186.06,
32001983004,RURAL CONECTIVITY,Kharanja (Brick/Stone),RENOVATION KGR - 1/65(85/153) NO POLLING STATION A,3201009012/RC/320201060135874,01-07-2013,34428,313876.5,0,9514,304362.5,0  ,348304.5,
32001982997,RURAL CONECTIVITY,WBM,"RENIVATION KGR -1/65(85/149,150) NO POLLING STATIO",3201009012/RC/320201060135858,01-07-2013,27180,191514.22,906,2492,188116.22,0  ,218694.22,
32001981522,RURAL CONECTIVITY,Construction of WBM Roads for Community,CONSTRUCTION OF JHAMA METAL ROAD FROM HOUSE OF JODHAN RAJBHAR TOWARDS RAM CH. CHOWDHURY AT CHOWDHURY,3201009012/RC/08/16/11,07-04-2011,8970,92944,520,780,91644,0  ,101914,
32001982711,RURAL CONECTIVITY,Kharanja (Brick/Stone),RENOVATION KGR - 1/65(85/156) NO POLLING STATION A,3201009012/RC/320201060135822,01-07-2013,10872,82040,0,3172,78868,0  ,92912,
32001982702,RURAL CONECTIVITY,WBM,RENOVATION KGR -1/65(85/155) NO POLLING STATION AP,3201009012/RC/320201060135819,01-07-2013,32616,279949.8,1204,3171,275574.8,0  ,312565.8,
32001982805,RURAL CONECTIVITY,WBM,"RENOVATION KGR-1/65(85/149,150) NO POLLING STATION",3201009012/RC/320201060135825,01-07-2013,21744,162234.06,906,2039,159289.06,0  ,183978.06,
32001983029,RURAL CONECTIVITY,Kharanja (Brick/Stone),RENOVATION KGR -1/65(85/153) NO POLLING STATION AP,3201009012/RC/320201060135908,01-07-2013,19932,129911,0,5437,124474,0  ,149843,
32001983033,RURAL CONECTIVITY,Kharanja (Brick/Stone),RENOVATION KGR- 1/65(85/155) NO POLLING STATION AP,3201009012/RC/320201060135942,01-07-2013,34881,248422,1208,13364,233850,0  ,283303,
32001983021,RURAL CONECTIVITY,Kharanja (Brick/Stone),"RENOVATION KGR - 1/65(85/156,158) NO POLLING STATI",3201009012/RC/320201060135889,01-07-2013,12835,89816,0,3624,86192,0  ,102651,
32001983042,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD FROM H/O KHITISH BISWAS VIA UTTAM BISWAS TOWARDS H/O BIMAL BISWAS AT BISWASPARA ,3201009012/RC/320201060137261,16-08-2013,170239,11396,0,10646,750,0  ,181635,
32001983015,RURAL CONECTIVITY,WBM,RENOVATION KGR  -1/65(85/155 NO POLLING APPROACH S,3201009012/RC/320201060135882,01-07-2013,34428,275484.6,0,0,275484.6,0  ,309912.6,
32001983068,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD SIDE ENBANKMENT WORK FROM IDGAHO TOWARDS SHITALATALA MANDIR AT DWIJENDRANAGAR .,3201009012/RC/320201060138192,19-09-2013,153869,8381,0,8381,0,0  ,162250,
32001983007,RURAL CONECTIVITY,WBM,"RENOVATION KGR -1/ 65(85/145,146) NO POLING STATIO",3201009012/RC/320201060135881,01-07-2013,22650,162809.28,906,2039,159864.28,0  ,185459.28,
32001983052,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD FROM H/O GOPAL SINGHA TOWARDS H/O ALOKE PAL THROUGH GIRLS SCHOOL AT SHYAMPUR ,3201009012/RC/320201060137538,03-09-2013,48320,1359,0,1359,0,0  ,49679,
32001983308,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD EMBANKMENT WITH TWO SIDE EXTENTION OF THE ROAD HOUSE OF FANINDRA BINE TOWARDS HOUSE OF ,3201009012/RC/320201060143983,15-05-2013,377280,18871,0,18121,750,0  ,396151,
32001983119,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD FROM DINABANDHU BISWAS TOWARDS PIRTALA AT DWIJENDRANAGAR ,3201009012/RC/320201060143762,18-11-2013,392373,22495,0,21745,750,0  ,414868,
32001983027,RURAL CONECTIVITY,Kharanja (Brick/Stone),RENOVATION KGR - 1/65(85/154) NO POLLING STATION A,3201009012/RC/320201060135906,01-07-2013,17214,2719,0,2719,0,0  ,19933,
32001983337,RURAL CONECTIVITY,Earthern road,IMPROVEMENT OF EARTHEN SHOULDER FROM PURATAN SHAMBHUNAGAR MACHINE GHAT TO NILKUTHI AT PURATAN SAMBHU,3201009012/RC/320201060152028,31-12-2013,151506,10263,0,9513,750,0  ,161769,
32001983315,RURAL CONECTIVITY,Earthern road,EARTHWORK & BRICKWORK FROM THE GOBHAVAGAR OF GOUR GHOSH TO H/O NITAI PRAMANICK AT BERIJ ,3201009012/RC/320201060146483,04-12-2013,350925,21589,0,20839,750,0  ,372514,
32001983131,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD FROM TETULTALA TOWARDS GATE OF HORTICULTURE AT ROAD STATION .,3201009012/RC/320201060143770,06-11-2013,107870,7319,0,6569,750,0  ,115189,
32001983037,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD FROM H/O PRADIP BISWAS TOWARDS H/O KESTO SARKAR AT NATUN SAMBHU NAGAR ,3201009012/RC/320201060136812,16-08-2013,303057,17667,0,17667,0,0  ,320724,
32001983090,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD SIDE EMBANKMENT FROM LAND OF MIJU SEKH TOWARDS VULU SEKH AT UTTAR AMGHATA . ,3201009012/RC/320201060142271,06-11-2013,331618,13364,0,13364,0,0  ,344982,
32001983330,RURAL CONECTIVITY,Earthern road,IMPROVEMENT OF EARTHEN ROAD FROM LAND OF MIJU SK TOWARDS H/O BHULU SK AT UTTAR  AMGHATA (PHASE- II) ,3201009012/RC/320201060148946,10-12-2013,278076,15698,0,14948,750,0  ,293774,
32001983411,RURAL CONECTIVITY,Earthern road,IMPROVEMENT OF EARTHEN SHOULDER FROM THE COTTON MILL TO TELPUKUR AT GANGABASH,3201009012/RC/320201060194017,23-05-2014,340079,20788,7859,12929,0,0  ,360867,
32001983357,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD FROM CHURCH TO THE H/O KITAB ALI SK AT KASHIBASH ,3201009012/RC/320201060155857,31-12-2013,297279,18644,0,17894,750,0  ,315923,
32001983321,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD FROM COTTON MILL TOWARDS TELEPUKUR AT GANGABASH,3201009012/RC/320201060147363,18-11-2013,412504,45598,22424,22424,750,0  ,458102,
32001983400,RURAL CONECTIVITY,Earthern road,EARTWORK FROM LAND OF SHYAMAL GHOSH TO MIYAPARA AT BRAHMANAGAR.,3201009012/RC/320201060171531,22-01-2014,196234,12302,0,11552,750,0  ,208536,
32001983604,RURAL CONECTIVITY,Earthern road,CONSTRUCTION OF ROAD CUM EMBANKMENT FROM NUTUN SAMBHU NAGAR MACHINE GHAT TO SHITI BAGAN AT NATUN SAM,3201009012/RC/320201060251147,13-03-2015,16900,102358.2,0,0,102358.2,0  ,119258.2,
32001983471,RURAL CONECTIVITY,Mitti Murram Road,EARTHWORK FROM MAJHIPARA PANCHMATHAR MORE TOWARDS ,3201009012/RC/320201060201167,14-07-2014,170256,11398,0,10648,750,0  ,181654,
32001983325,RURAL CONECTIVITY,Earthern road,IMPROVEMENT OF EARTHEN ROAD FROM LAND OF MIJU SK TOWARDS H/O BHULU SK AT UTTAR  AMGHATA (PHASE- II) ,3201009012/RC/320201060148944,10-12-2013,55200,11325,0,11325,0,0  ,66525,
32001983612,RURAL CONECTIVITY,Earthern road,Earthen Road at Arabindunagar From house of Chandana Chakraborty towards house of Mahadeb Ghosh,3201009012/RC/4/2/09-10,24-03-2009,77018,0,0,0,0,0  ,77018,
32001983389,RURAL CONECTIVITY,Earthern road,EARTHWORK WITH PILLING FROM ARABINDU NAGAR FOKAR IN THE SIDE OF RAIL LINE AT ROAD STATION ( PH- II) ,3201009012/RC/320201060167906,14-02-2014,145464,16152,0,15402,750,0  ,161616,
32001983738,LAND DEVELOPMENT AT HORTICULTURE,Land Leveling,"INCREASING THE ELEVATION OF LAND AT SANSAD NO - V AT BISWASPARA ( SAMBHU BISWAS,BIJAY BISWAS,MANOJ B",3201009012/LD/321002040537816,27-01-2014,110487,750,0,0,750,0  ,111237,
32001983779,LAND DEVELOPMENT AT HORTICULTURE,Development of Waste Land,"INNCREASING THE ELEVATION OF LAND FOR SC,ST,BPL & MARGINAL FARMER AT PASCHIM SHAMBHU NAGAR ",3201009012/LD/321002040570841,28-05-2014,307891,16974,0,16224,750,0  ,324865,
32001983753,LAND DEVELOPMENT AT HORTICULTURE,Development of Waste Land,"INCREASING THE ELEVATION OF LAND FOR SC,ST,BPL & MARGINAL FARMER AT NATUN SAMBHU NAGAR ",3201009012/LD/321002040567015,06-06-2014,303026,15717,0,15717,0,0  ,318743,
32001983790,LAND DEVELOPMENT AT HORTICULTURE,Development of Waste Land,"INNCREASING THE ELEVATION OF LAND FOR SC,ST,BPL & ",3201009012/LD/321002040571616,14-07-2014,215027,21537,0,20787,750,0  ,236564,
32001983882,LAND DEVELOPMENT AT HORTICULTURE,Development of Waste Land,"INCREASING THE ELEVATION OF LAND FOR SC,ST,BPL & MARGINAL FARMER AT SHYAMPUR ",3201009012/LD/321002040574032,20-08-2014,74158,12113,6800,4563,750,0  ,86271,
32001983880,LAND DEVELOPMENT AT HORTICULTURE,Development of Waste Land,"INCREASING THE ELEVATION OF LAND FOR SC,ST,BPL & M",3201009012/LD/321002040573565,20-08-2014,255782,23278.5,9600,12928.5,750,0  ,279060.5,
32001983864,LAND DEVELOPMENT AT HORTICULTURE,Development of Waste Land,"INCREASING THE ELEVATION OF LAND FOR SC,ST,BPL & M",3201009012/LD/321002040572251,04-08-2014,359976,21273,0,21273,0,0  ,381249,
32001987076,LAND DEVELOPMENT AT HORTICULTURE,Development of Waste Land,"INNCREASING THE ELEVATION OF LAND FOR SC,ST,BPL & MARGINAL FARMER AT KASHIBASH .",3201009012/LD/321002040575418,19-09-2014,177485,21802,0,21802,0,0  ,199287,
32001987083,LAND DEVELOPMENT,Development of Waste Land,"INNCREASING THE ELEVATION OF LAND FOR SC, ST, BPL & MARGINAL FARMER AT PURATAN SAMBHU NAGAR .",3201009012/LD/321002040575966,04-09-2014,231400,27616,4800,22816,0,0  ,259016,
32001987086,LAND DEVELOPMENT,Development of Waste Land,INNCREASING THE ELEVATION OF LAND FOR SC. ST. BPL & MARGINAL FARMER AT DWIJENDRANAGAR ,3201009012/LD/321002040576110,20-08-2014,353818,22806,0,22056,750,0  ,376624,
32001983349,RURAL CONECTIVITY,Earthern road,CONSTRUCTION OF EARTHEN ROAD BY THE SIDE OF BOUNDARY WALL AT HORTICULTURE AT ROAD STATION. ,3201009012/RC/320201060152062,31-12-2013,391100,24761,0,24011,750,0  ,415861,
32001987087,LAND DEVELOPMENT,Development of Waste Land,"INCREASING THE ELEVATION OF LAND FOR SC,ST, BPL & MARGINAL FARMER AT GANGABASH .",3201009012/LD/321002040576873,19-09-2014,89727,5830.5,0,5830.5,0,0  ,95557.5,
32001983784,LAND DEVELOPMENT AT HORTICULTURE,Development of Waste Land,"INCREASING THE ELEVATION OF LAND FOR SC,ST,BPL & M",3201009012/LD/321002040571357,14-07-2014,322403,20778,0,20028,750,0  ,343181,
32001987100,LAND DEVELOPMENT,Development of Waste Land,INNCREASING THE ELEVATION OF LAND AT HORTICULTURE NEAR JHOUTALA UNDER RUIPUKUR GP,3201009012/LD/321002040578450,17-11-2014,177220,10900.5,0,10900.5,0,0  ,188120.5,
32001987099,LAND DEVELOPMENT,Development of Waste Land,"INNCREASING THE ELEVATION OF LAND FOR SC,ST,BPL & MARGINAL FARMER AT PURATAN SAMBHU NAGAR ",3201009012/LD/321002040578397,17-11-2014,368250,33975.5,10400,23575.5,0,0  ,402225.5,
32001987104,LAND DEVELOPMENT,Development of Waste Land,"INNCREASING THE ELEVATION OF LAND FOR SC,ST,BPL & MARGINAL FARMER AT SHYAMNAGAR .",3201009012/LD/321002040586936,07-01-2015,34406,16681.5,14400,2281.5,0,0  ,51087.5,
32001983762,LAND DEVELOPMENT AT HORTICULTURE,Development of Waste Land,INCREASING THE ELEVATION OF THE LAND AT B.D.O. OFFICE AREA AT ROAD STATION .,3201009012/LD/321002040570836,16-07-2014,139474,17481,0,16731,750,0  ,156955,
32001987101,LAND DEVELOPMENT,Development of Waste Land,"INNCREASING THE ELEVATION OF LAND FOR SC,ST,BPL ",3201009012/LD/321002040580259,17-12-2014,299850,42931.5,7200,35731.5,0,0  ,342781.5,
32001987110,DROUGHT PROOFING,Plantation,SOCIAL FORESTRY FROM SHYAMPUR BAZAR TOWARDS CHOWDH,3201009012/DP/34040921389,08-07-2013,43790,180768,0,2718,178050,0  ,224558,
32001987113,DROUGHT PROOFING,Plantation,SOCIAL FORESTRY ON THE THREE SIDE OF FOOTBAL GROUN,3201009012/DP/34040921743,08-07-2013,21744,33309,0,1359,31950,0  ,55053,
32001987119,DROUGHT PROOFING,Plantation,SOCIAL FORESTRY FROM SHYAMPUR BAZAR TOWARDS CHOWDH,3201009012/DP/34040922301,08-07-2013,69007,182128,0,4078,178050,0  ,251135,
32001987122,DROUGHT PROOFING,Plantation,CULTIVATION OF TISSUE CULTURE BANANA IN 65 COTTAH OF THE LAND OF SHG GROUP (KHATALPARA SWANIRVAR DAL,3201009012/DP/34040924104,14-08-2013,9966,680,0,680,0,0  ,10646,
32001987121,DROUGHT PROOFING,Plantation,CULTIVATION OF TISSUE CULTURE BANANA IN 40 COTTAH OF THE LAND OF SHG GROUP (MADHUMITA SWANIRVAR DAL),3201009012/DP/34040923969,14-08-2013,8154,453,0,453,0,0  ,8607,
32001987106,LAND DEVELOPMENT,Land Leveling,LAND DEVELOPMENT OF RAMBACHAN CHOWDHURY (DAG NO - 1269) AT CHOWDHURYPARA.,3201009012/LD/7/26/12-13,14-02-2013,0,1224,0,1224,0,0  ,1224,
32001987125,DROUGHT PROOFING,Land development,TREE PLANTATION FROM ROAD STATION OF THE ROAD FROM P/O - 2 NO CULVERT TOWARDS HIGH ROAD ,3201009012/DP/34040959483,14-07-2014,10816,17702.5,0,1015,16687.5,0  ,28518.5,
32001987131,DROUGHT PROOFING,Plantation,"CULTIVATION OF MANGO FOR SC,ST,BPL & MARGINAL FARM",3201009012/DP/34040964585,08-08-2014,41574,8727.6,0,1267.5,7460.1,0  ,50301.6,
32001983085,RURAL CONECTIVITY,Earthern road,EARTHEN ROAD FROM H/O PRAVAT BISWAS TOWARDS H/O VAJAN BISWAS AT NATUN SAMBHU NAGAR,3201009012/RC/320201060142264,06-11-2013,77355,1359,0,1359,0,0  ,78714,
32001987130,DROUGHT PROOFING,Plantation,"CULTIVATION OF MANGO FOR SC,ST,BPL & MARGINAL FARM",3201009012/DP/34040964449,08-08-2014,82472,18239.9,0,4563,13676.9,0  ,100711.9,
32001987129,DROUGHT PROOFING,Plantation,PLANTATION CUM ENVIRONMENT CLEANING IN NIZAMPUR PR,3201009012/DP/34040962845,26-05-2014,35490,0,0,0,0,0  ,35490,
32001987137,DROUGHT PROOFING,Plantation,"CULTIVATION OF MANGO FOR SC, ST,BPL & MARGINAL FAR",3201009012/DP/34040965051,25-07-2014,28392,7577.3,0,1775,5802.3,0  ,35969.3,
32001987148,DROUGHT PROOFING,Plantation," CULTIVATION OF MANGO FOR SC,ST,BOP & MARGINAL FARMER AT BISWASPARA  ",3201009012/DP/34040969548,04-08-2014,54249,12574.35,0,3042,9532.35,0  ,66823.35,
32001987145,DROUGHT PROOFING,Plantation,"CULTIVATION OF MANGO FOR SC,ST,BPL & MARGINAL FARMER AT DWIJENDRANAGAR .",3201009012/DP/34040968376,25-07-2014,20449,4998.05,0,1268,3730.05,0  ,25447.05,
32001987127,DROUGHT PROOFING,Plantation,TREE PLANTATION OF THE ROAD FROM P/O - SUBAL BISWAS TO P/O - BIKASH MAJUMDER AT DWIJENDRANAGAR .,3201009012/DP/34040959737,03-07-2014,22139,36143,0,1268,34875,0  ,58282,
32001987152,DROUGHT PROOFING,Plantation,"CULTIVATION OF LEMON,PAPAYA, MANGO, LITCHI FOR SC,ST,BPL & MARGINAL FARMER AT NATUN SAMBHU NAGAR ",3201009012/DP/34040969661,25-07-2014,27885,6333.45,0,1774.5,4558.95,0  ,34218.45,
32001987146,DROUGHT PROOFING,Plantation,"CULTIVATION OF MANGO FOR SC, ST, BPL & MARGINAL FARMER AT DWIJENDRANAGAR ",3201009012/DP/34040968378,26-08-2014,36504,8913.2,0,2282,6631.2,0  ,45417.2,
32001987155,DROUGHT PROOFING,Plantation,"CULTIVATION OF MANGO FOR SC,ST,BPL & MARGINAL FARMER AT BISWASPARA ",3201009012/DP/34040969711,26-08-2014,81627,18746.9,0,5070,13676.9,0  ,100373.9,
32001987096,LAND DEVELOPMENT,Development of Waste Land,"INNCREASING THE ELEVATION OF LAND FOR SC,ST,BPL & MARGINAL FARMER AT DWIJENDRANAGAR ",3201009012/LD/321002040577965,20-08-2014,291360,19003,0,18253,750,0  ,310363,
32001987163,DROUGHT PROOFING,Plantation,"CULTIVATION OF MANGO FOR SC,ST,BPL & MARGINAL FARMER AT GANGABASH .",3201009012/DP/34040971859,08-08-2014,21970,6947,0,1267.5,5679.5,0  ,28917,
32001987149,DROUGHT PROOFING,Plantation,"CULTIVATION OF MANGO FOR SC,ST, BPL & MARGINAL FARMER AT GANGABASH ",3201009012/DP/34040969549,19-09-2014,83655,22042.9,0,8366,13676.9,0  ,105697.9,
32001987144,DROUGHT PROOFING,Plantation,PLANTATION CUM ENVIRONMENT CLEANING IN USHIDPUR BOARD PRY. SCHOOL ,3201009012/DP/34040968121,26-05-2014,35152,0,0,0,0,0  ,35152,
32001987166,DROUGHT PROOFING,Plantation,PLANTATION CUM ENVIRONMENT CLEANING IN CHAR SHAMBHU NAGAR JUNIOR HIGH SCHOL,3201009012/DP/34040972929,12-11-2014,46306,0,0,0,0,0  ,46306,
32001987160,DROUGHT PROOFING,Plantation,"CULTIVATION OF MANGO FOR SC,ST,BPL & MARGINAL FARMER AT GANGABASH",3201009012/DP/34040970804,25-07-2014,15210,3500.7,0,1014,2486.7,0  ,18710.7,
32001987098,LAND DEVELOPMENT,Development of Waste Land,"INNCREASING THE ELEVATION OF LAND FOR SC,ST,BPL & MARGINAL FARMER AT BISWASPARA ",3201009012/LD/321002040578190,12-11-2014,311386,25959,7200,18759,0,0  ,337345,
32001987232,MICRO IRRIGATION,Lining of Canals,RE-EXCAVATION OF KHAL FROM SWICE GATE TO GALAI DARI AT DWIJENDRANAGAR ,3201009012/IC/130717725007,23-05-2014,418112,35490,0,35490,0,0  ,453602,
32001987230,MICRO IRRIGATION,"Construction of Canal, Distributary and Minor",RE- EXCAVATION OF RIVER PUMP AND DEPP TUBEWELL AT BISWASPARA  ,3201009012/IC/130717715290,06-12-2013,101124,4602,0,3852,750,0  ,105726,
32001987228,MICRO IRRIGATION,"Construction of Canal, Distributary and Minor",RE- EXCAVATIN OF DRAIN OF THE RIVER PUPM (PHASE -1)  AT PURATAN SAMBHU NAGAR ,3201009012/IC/130717714387,18-11-2013,130022,7249,0,7249,0,0  ,137271,
32001987234,MICRO IRRIGATION,Lining of Canals,RE-EXCAVATION OF EARTHEN DRAIN AT 176 NO. DEEP TUBEWELL AT SOUTH AMGHATA .,3201009012/IC/130717730077,19-09-2014,218945,13689,0,13689,0,0  ,232634,
32001987267,RENOVATION OF TRADITIONAL WATER BODIES,Excavation,Renovation of pond of Prakash Majumdar at Shyamnagar.,3201009012/WH/091204/30,24-03-2008,156779,0,0,0,0,0  ,156779,
32001987224,FLOOD CONTROL AND PROTECTION,Strengthening of Embankment,EARTHEN RIVER EMBANKMENT AT ALOKABIL FROM ROAD OF ZILLA PARISHAD TOWARDS USHIDPUR KHAL,3201009012/FP/12-09-10,11-06-2009,355726,0,0,0,0,0  ,355726,
32002001849,RURAL SANITATION,Individual Household Latrines,CONSTRUCTION OF INDIVIDUAL HOUSEHOLD LATRINES ATCOMMUNITYHALL,3201009012/RS/34040945803,12-11-2014,5915,12337,0,0,12337,0  ,18252,
