scheme_code,scheme_name,completion_date,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
(3211010006/IF/IAY/3133176),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2273757 ,26/06/2020 ,18360 ,0 ,17580 ,0 ,30/09/2019,17580,0,0,0,0  ,17580,
(3211010006/IF/IAY/4703006),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4598810 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,12/10/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/IAY/4703005),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4596791 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,12/10/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/IAY/4703002),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4524479 ,20/01/2022 ,18360 ,0 ,12780 ,0 ,12/10/2020,12780,0,0,0,0  ,12780,
(3211010006/IF/IAY/4703004),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4583761 ,20/01/2022 ,18360 ,0 ,12780 ,0 ,12/10/2020,12780,0,0,0,0  ,12780,
(3211010006/IF/IAY/4703003),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4545741 ,20/01/2022 ,18360 ,0 ,12780 ,0 ,12/10/2020,12780,0,0,0,0  ,12780,
(3211010006/RS/34041026181),41522 Construction of IIHL Latrine of Ganga Rani Mandal ,28/06/2019 ,1620 ,9280 ,1620 ,10071.6 ,31/10/2017,1620,1080,0,8991.6,0  ,11691.6,
(3211010006/IF/IAY/4703008),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4892012 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,12/10/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/IAY/4703001),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4524423 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,12/10/2020,15975,0,0,0,0  ,15975,
(3211010006/RS/34041026187),41525 Construction of IIHL Latrine of Rashbehari Bhunia ,28/06/2019 ,1620 ,9280 ,1620 ,9280.6 ,31/10/2017,1620,1080,0,8200.6,0  ,10900.6,
(3211010006/RS/34041026165),41510 Construction of IIHL Latrine of Banamali Manna ,28/06/2019 ,1620 ,9280 ,1620 ,9280.6 ,31/10/2017,1620,1080,0,8200.6,0  ,10900.6,
(3211010006/IF/IAY/4702994),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4075506 ,20/01/2022 ,18360 ,0 ,12780 ,0 ,12/10/2020,12780,0,0,0,0  ,12780,
(3211010006/IF/IAY/4702997),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4163840 ,20/01/2022 ,18360 ,0 ,12780 ,0 ,12/10/2020,12780,0,0,0,0  ,12780,
(3211010006/IF/IAY/4702999),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4509702 ,20/01/2022 ,18360 ,0 ,19170 ,0 ,12/10/2020,19170,0,0,0,0  ,19170,
(3211010006/IF/IAY/4702992),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4059873 ,20/01/2022 ,18360 ,0 ,19170 ,0 ,12/10/2020,19170,0,0,0,0  ,19170,
(3211010006/IF/IAY/4702996),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4137559 ,20/01/2022 ,18360 ,0 ,12780 ,0 ,12/10/2020,12780,0,0,0,0  ,12780,
(3211010006/IF/IAY/4702991),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4055690 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,12/10/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/IAY/4702988),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4051550 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,12/10/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/IAY/4703000),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4514378 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,12/10/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/IAY/4702985),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4040703 ,20/01/2022 ,18360 ,0 ,19170 ,0 ,12/10/2020,19170,0,0,0,0  ,19170,
(3211010006/IF/IAY/4702984),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4001757 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,12/10/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/IAY/4702990),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4054401 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,12/10/2020,15975,0,0,0,0  ,15975,
(3211010006/RS/34041026166),41511 Construction of IIHL Latrine of Sudhir Manna ,28/06/2019 ,1620 ,9280 ,1620 ,9280.6 ,31/10/2017,1620,1080,0,8200.6,0  ,10900.6,
(3211010006/IF/IAY/4702983),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4001445 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,12/10/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/IAY/4702987),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4050385 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,12/10/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/IAY/4702981),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3983014 ,20/01/2022 ,18360 ,0 ,12780 ,0 ,12/10/2020,12780,0,0,0,0  ,12780,
(3211010006/IF/IAY/3133162),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3985391 ,27/06/2020 ,18360 ,0 ,17970 ,0 ,05/09/2019,17970,0,0,0,0  ,17970,
(3211010006/IF/IAY/3133160),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4398582 ,27/06/2020 ,18360 ,0 ,17580 ,0 ,05/09/2019,17580,0,0,0,0  ,17580,
(3211010006/IF/IAY/3133158),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4493155 ,27/06/2020 ,18360 ,0 ,17970 ,0 ,05/09/2019,17970,0,0,0,0  ,17970,
(3211010006/IF/IAY/3133157),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5716641 ,27/06/2020 ,18360 ,0 ,17580 ,0 ,05/09/2019,17580,0,0,0,0  ,17580,
(3211010006/IF/IAY/3133156),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3092143 ,27/06/2020 ,18360 ,0 ,17970 ,0 ,05/09/2019,17970,0,0,0,0  ,17970,
(3211010006/IF/IAY/3133155),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2183246 ,26/06/2020 ,18360 ,0 ,17970 ,0 ,30/09/2019,17970,0,0,0,0  ,17970,
(3211010006/IF/IAY/3133159),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4406577 ,27/06/2020 ,18360 ,0 ,17580 ,0 ,05/09/2019,17580,0,0,0,0  ,17580,
(3211010006/IF/IAY/4702982),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3986241 ,20/01/2022 ,18360 ,0 ,12780 ,0 ,12/10/2020,12780,0,0,0,0  ,12780,
(3211010006/IF/IAY/3133152),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4525863 ,27/06/2020 ,18360 ,0 ,17580 ,0 ,05/09/2019,17580,0,0,0,0  ,17580,
(3211010006/IF/IAY/3133154),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3090926 ,24/07/2020 ,18360 ,0 ,17970 ,0 ,05/09/2019,17970,0,0,0,0  ,17970,
(3211010006/IF/IAY/3133151),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4370346 ,27/06/2020 ,18360 ,0 ,17658 ,0 ,05/09/2019,17658,0,0,0,0  ,17658,
(3211010006/IF/IAY/4702986),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4044336 ,20/01/2022 ,18360 ,0 ,19170 ,0 ,12/10/2020,19170,0,0,0,0  ,19170,
(3211010006/IF/IAY/3133150),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4449679 ,24/07/2020 ,18360 ,0 ,17970 ,0 ,05/09/2019,17970,0,0,0,0  ,17970,
(3211010006/RS/34041026163),41508 Construction of IIHL Latrine of Fulchand Maity ,28/06/2019 ,1620 ,9280 ,1620 ,9280.6 ,31/10/2017,1620,1080,0,8200.6,0  ,10900.6,
(3211010006/IF/IAY/3133161),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5641830 ,27/06/2020 ,18360 ,0 ,17606 ,0 ,05/09/2019,17606,0,0,0,0  ,17606,
(3211010006/RS/34041026158),41506 Construction of IIHL Latrine of Jayanti Ghorai ,28/06/2019 ,1620 ,9280 ,1620 ,9280.6 ,31/10/2017,1620,1080,0,8200.6,0  ,10900.6,
(3211010006/RS/34041026160),41507 Construction of IIHL Latrine of Jotshna Bhowmik ,06/12/2019 ,1620 ,9280 ,1620 ,8200.6 ,31/10/2017,1620,0,0,8200.6,0  ,9820.6,
(3211010006/IF/IAY/3133148),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4511698 ,27/06/2020 ,18360 ,0 ,17580 ,0 ,05/09/2019,17580,0,0,0,0  ,17580,
(3211010006/RS/34041026155),41504 Construction of IIHL Latrine of Alak Ghorai ,28/06/2019 ,1620 ,9280 ,1620 ,9280.6 ,31/10/2017,1620,1080,0,8200.6,0  ,10900.6,
(3211010006/RS/34041026156),41505 Construction of IIHL Latrine of Panchanan Maity ,06/12/2019 ,1620 ,9280 ,1620 ,8200.6 ,31/10/2017,1620,0,0,8200.6,0  ,9820.6,
(3211010006/IF/IAY/4702989),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4054335 ,20/01/2022 ,18360 ,0 ,12780 ,0 ,12/10/2020,12780,0,0,0,0  ,12780,
(3211010006/IF/IAY/3133149),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5511029 ,27/06/2020 ,18360 ,0 ,17580 ,0 ,05/09/2019,17580,0,0,0,0  ,17580,
(3211010006/RS/34041026141),31542 Construction of IIHL Latrine of Biswanath Moni ,13/02/2020 ,1620 ,9280 ,0 ,9280 ,31/10/2017,0,1080,0,8200,0  ,9280,
(3211010006/RS/34041026142),31543 Construction of IIHL Latrine of Gobardhan Moni ,13/02/2020 ,1620 ,9280 ,0 ,9280 ,31/10/2017,0,1080,0,8200,0  ,9280,
(3211010006/IF/IAY/3133153),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4497469 ,27/06/2020 ,18360 ,0 ,17580 ,0 ,05/09/2019,17580,0,0,0,0  ,17580,
(3211010006/RS/34041026140),31541 Construction of IIHL Latrine of Rabindranath Maity ,13/02/2020 ,1620 ,9280 ,0 ,9280 ,31/10/2017,0,1080,0,8200,0  ,9280,
(3211010006/RS/34041026135),31536 Construction of IIHL Latrine of Narayan Dhara ,13/02/2020 ,1620 ,9280 ,0 ,9280 ,31/10/2017,0,1080,0,8200,0  ,9280,
(3211010006/RS/34041026134),31535 Construction of IIHL Latrine of Madhu Moni ,13/02/2020 ,1620 ,9280 ,0 ,9280 ,31/10/2017,0,1080,0,8200,0  ,9280,
(3211010006/RS/34041026136),31537 Construction of IIHL Latrine of Gouranga Dolai ,13/02/2020 ,1620 ,9280 ,0 ,9280 ,31/10/2017,0,1080,0,8200,0  ,9280,
(3211010006/RS/34041026154),41503 Construction of IIHL Latrine of Dipankar Maity ,28/06/2019 ,1620 ,9280 ,1620 ,9280.6 ,31/10/2017,1620,1080,0,8200.6,0  ,10900.6,
(3211010006/RS/34041026144),31545 Construction of IIHL Latrine of Goutam Kajli ,13/02/2020 ,1620 ,9280 ,0 ,9280 ,31/10/2017,0,1080,0,8200,0  ,9280,
(3211010006/IF/IAY/4702536),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3100789 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,12/10/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/IAY/4702978),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3696692 ,20/01/2022 ,18360 ,0 ,12780 ,0 ,12/10/2020,12780,0,0,0,0  ,12780,
(3211010006/IF/IAY/4702534),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3098259 ,20/01/2022 ,18360 ,0 ,19170 ,0 ,12/10/2020,19170,0,0,0,0  ,19170,
(3211010006/RS/34041026139),31540 Construction of IIHL Latrine of Alaka Barai ,13/02/2020 ,1620 ,9280 ,0 ,9280 ,31/10/2017,0,1080,0,8200,0  ,9280,
(3211010006/IF/IAY/4702535),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3098272 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,12/10/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/IAY/4702980),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3958111 ,20/01/2022 ,18360 ,0 ,12780 ,0 ,12/10/2020,12780,0,0,0,0  ,12780,
(3211010006/IF/IAY/4702533),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3093756 ,19/01/2022 ,18360 ,0 ,16188 ,0 ,12/10/2020,16188,0,0,0,0  ,16188,
(3211010006/IF/IAY/4702522),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5271948 ,20/01/2022 ,18360 ,0 ,19170 ,0 ,10/09/2020,19170,0,0,0,0  ,19170,
(3211010006/RS/34041026151),41501 Construction of IIHL Latrine of Subal Maity ,28/06/2019 ,1620 ,9280 ,1620 ,9280.6 ,31/10/2017,1620,1080,0,8200.6,0  ,10900.6,
(3211010006/IF/IAY/4702386),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3796350 ,31/08/2021 ,18360 ,0 ,18957 ,0 ,02/06/2020,18957,0,0,0,0  ,18957,
(3211010006/IF/IAY/4702511),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5490679 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,04/08/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/IAY/4702384),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2463709 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,02/06/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/IAY/4702376),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2525469 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,24/05/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/IAY/4553881),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5258538 ,20/01/2022 ,18360 ,0 ,12780 ,0 ,04/08/2020,12780,0,0,0,0  ,12780,
(3211010006/IF/IAY/4553817),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4597669 ,19/01/2022 ,18360 ,0 ,16188 ,0 ,10/09/2020,16188,0,0,0,0  ,16188,
(3211010006/IF/IAY/4553814),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4546530 ,19/01/2022 ,18360 ,0 ,14058 ,0 ,02/06/2020,14058,0,0,0,0  ,14058,
(3211010006/IF/IAY/4702532),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2934956 ,20/01/2022 ,18360 ,0 ,12780 ,0 ,12/10/2020,12780,0,0,0,0  ,12780,
(3211010006/IF/IAY/4702385),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3787932 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,02/06/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/IAY/4553596),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3788080 ,19/01/2022 ,18360 ,0 ,16188 ,0 ,02/06/2020,16188,0,0,0,0  ,16188,
(3211010006/IF/IAY/4702995),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4075521 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,12/10/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/IAY/4553521),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4395954 ,20/01/2022 ,18360 ,0 ,12780 ,0 ,08/07/2020,12780,0,0,0,0  ,12780,
(3211010006/IF/IAY/4553528),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2567125 ,20/01/2022 ,18360 ,0 ,19170 ,0 ,27/05/2020,19170,0,0,0,0  ,19170,
(3211010006/IF/IAY/4553452),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3820291 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,20/06/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/IAY/4553518),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4542279 ,26/08/2021 ,18360 ,0 ,18900 ,0 ,03/09/2020,18900,0,0,0,0  ,18900,
(3211010006/IF/IAY/3133147),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4492736 ,27/06/2020 ,18360 ,0 ,17970 ,0 ,05/09/2019,17970,0,0,0,0  ,17970,
(3211010006/IF/IAY/3133145),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4147428 ,27/06/2020 ,18360 ,0 ,17970 ,0 ,05/09/2019,17970,0,0,0,0  ,17970,
(3211010006/IF/IAY/3133144),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4400067 ,27/06/2020 ,18360 ,0 ,17580 ,0 ,05/09/2019,17580,0,0,0,0  ,17580,
(3211010006/IF/IAY/3133143),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4624910 ,27/06/2020 ,18360 ,0 ,17190 ,0 ,05/09/2019,17190,0,0,0,0  ,17190,
(3211010006/IF/IAY/3133142),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1487584 ,26/06/2020 ,18360 ,0 ,17970 ,0 ,30/09/2019,17970,0,0,0,0  ,17970,
(3211010006/IF/IAY/3130694),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4605197 ,27/06/2020 ,18360 ,0 ,17437 ,0 ,10/11/2019,17437,0,0,0,0  ,17437,
(3211010006/IF/IAY/4702521),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3820119 ,19/01/2022 ,18360 ,0 ,16188 ,0 ,03/09/2020,16188,0,0,0,0  ,16188,
(3211010006/IF/IAY/3130692),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1882789 ,07/06/2020 ,18360 ,0 ,17775 ,0 ,10/11/2019,17775,0,0,0,0  ,17775,
(3211010006/IF/IAY/3130691),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3713072 ,24/07/2020 ,18360 ,0 ,17970 ,0 ,19/11/2019,17970,0,0,0,0  ,17970,
(3211010006/IF/IAY/4553615),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5604397 ,19/01/2022 ,18360 ,0 ,18318 ,0 ,04/08/2020,18318,0,0,0,0  ,18318,
(3211010006/IF/IAY/3130690),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4399548 ,06/07/2020 ,18360 ,0 ,17970 ,0 ,10/11/2019,17970,0,0,0,0  ,17970,
(3211010006/IF/IAY/3130688),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4403842 ,27/06/2020 ,18360 ,0 ,17580 ,0 ,10/11/2019,17580,0,0,0,0  ,17580,
(3211010006/IF/IAY/3130687),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4418967 ,27/06/2020 ,18360 ,0 ,17580 ,0 ,10/11/2019,17580,0,0,0,0  ,17580,
(3211010006/IF/IAY/3130686),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5261224 ,24/07/2020 ,18360 ,0 ,17970 ,0 ,05/09/2019,17970,0,0,0,0  ,17970,
(3211010006/IF/IAY/3130685),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4346763 ,24/07/2020 ,18360 ,0 ,17970 ,0 ,05/09/2019,17970,0,0,0,0  ,17970,
(3211010006/IF/IAY/3130684),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1297006 ,24/07/2020 ,18360 ,0 ,17970 ,0 ,10/11/2019,17970,0,0,0,0  ,17970,
(3211010006/IF/IAY/3130689),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3733366 ,24/07/2020 ,18360 ,0 ,17970 ,0 ,10/11/2019,17970,0,0,0,0  ,17970,
(3211010006/IF/IAY/4553790),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3394280 ,20/01/2022 ,18360 ,0 ,12993 ,0 ,24/05/2020,12993,0,0,0,0  ,12993,
(3211010006/IF/IAY/3130683),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3846414 ,27/06/2020 ,18360 ,0 ,17580 ,0 ,10/11/2019,17580,0,0,0,0  ,17580,
(3211010006/IF/IAY/3130681),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1830205 ,24/07/2020 ,18360 ,0 ,17970 ,0 ,30/09/2019,17970,0,0,0,0  ,17970,
(3211010006/IF/IAY/4702998),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4250771 ,20/01/2022 ,18360 ,0 ,12780 ,0 ,12/10/2020,12780,0,0,0,0  ,12780,
(3211010006/IF/IAY/4702506),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3090996 ,19/01/2022 ,18360 ,0 ,19170 ,0 ,08/07/2020,19170,0,0,0,0  ,19170,
(3211010006/IF/IAY/3130693),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB5522402 ,27/06/2020 ,18360 ,0 ,17580 ,0 ,10/11/2019,17580,0,0,0,0  ,17580,
(3211010006/IF/IAY/3130676),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3446507 ,27/06/2020 ,18360 ,0 ,17580 ,0 ,19/11/2019,17580,0,0,0,0  ,17580,
(3211010006/IF/IAY/3130680),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1195405 ,24/07/2020 ,18360 ,0 ,17970 ,0 ,10/11/2019,17970,0,0,0,0  ,17970,
(3211010006/RS/34041026133),31534 Construction of IIHL Latrine of Akadosi Bhowmik ,13/02/2020 ,1620 ,9280 ,0 ,9280 ,31/10/2017,0,1080,0,8200,0  ,9280,
(3211010006/RS/34041026132),31533 Construction of IIHL Latrine of Uttam Moni ,13/02/2020 ,1620 ,9280 ,0 ,9280 ,31/10/2017,0,1080,0,8200,0  ,9280,
(3211010006/IF/IAY/4702537),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3103008 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,12/10/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/IAY/3133146),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4308409 ,27/06/2020 ,18360 ,0 ,17970 ,0 ,05/09/2019,17970,0,0,0,0  ,17970,
(3211010006/RS/34041026130),31531 Construction of IIHL Latrine of Gokul Barman ,13/02/2020 ,1620 ,9280 ,0 ,9280 ,31/10/2017,0,1080,0,8200,0  ,9280,
(3211010006/RS/34041026129),31530 Construction of IIHL Latrine of Sanatan Manna ,13/02/2020 ,1620 ,9280 ,0 ,9280 ,31/10/2017,0,1080,0,8200,0  ,9280,
(3211010006/RS/34041026120),31529 Construction of IIHL Latrine of Addaitya Barman ,13/02/2020 ,1620 ,9280 ,0 ,9280 ,31/10/2017,0,1080,0,8200,0  ,9280,
(3211010006/RS/34041025392),31526 Construction of IIHL Latrine of Mousumi Barman ,13/02/2020 ,1620 ,9280 ,0 ,9280 ,31/10/2017,0,1080,0,8200,0  ,9280,
(3211010006/IF/IAY/3130678),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2149274 ,24/07/2020 ,18360 ,0 ,17970 ,0 ,10/11/2019,17970,0,0,0,0  ,17970,
(3211010006/RS/34041026131),31532 Construction of IIHL Latrine of Haripada Barman ,13/02/2020 ,1620 ,9280 ,0 ,9280 ,31/10/2017,0,1080,0,8200,0  ,9280,
(3211010006/RS/34041025454),31528 Construction of IIHL Latrine of  Anima Bhowmik ,13/02/2020 ,1620 ,9280 ,0 ,9280 ,31/10/2017,0,1080,0,8200,0  ,9280,
(3211010006/RS/34041025388),31524 Construction of IIHL Latrine of Basanta Barman ,13/02/2020 ,1620 ,9280 ,0 ,9280 ,31/10/2017,0,1080,0,8200,0  ,9280,
(3211010006/RS/34041025385),31522 Construction of IIHL Latrine of Chandan Gajar ,09/09/2019 ,1620 ,9280 ,1620 ,9280.6 ,31/10/2017,1620,1080,0,8200.6,0  ,10900.6,
(3211010006/RS/34041025389),3152 Construction of IIHL Latrine of Durga Barman(Lt. Subal) ,13/02/2020 ,1620 ,9280 ,0 ,9280 ,31/10/2017,0,1080,0,8200,0  ,9280,
(3211010006/RS/34041025384),31521 Construction of IIHL Latrine of Bishnupada Mandal ,09/09/2019 ,1620 ,9280 ,1620 ,9280.6 ,31/10/2017,1620,1080,0,8200.6,0  ,10900.6,
(3211010006/RS/34041025370),31519 Construction of IIHL Latrine of Nitai Das ,09/09/2019 ,1620 ,9280 ,1620 ,9280.6 ,31/10/2017,1620,1080,0,8200.6,0  ,10900.6,
(3211010006/IF/IAY/4553418),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3949263 ,20/01/2022 ,18360 ,0 ,19170 ,0 ,20/06/2020,19170,0,0,0,0  ,19170,
(3211010006/RS/34041025364),31518 Construction of IIHL Latrine of Pulin Behari Hazra ,09/09/2019 ,1620 ,9280 ,1620 ,9280.6 ,31/10/2017,1620,1080,0,8200.6,0  ,10900.6,
(3211010006/IF/IAY/4553404),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2462168 ,20/01/2022 ,18360 ,0 ,12780 ,0 ,24/05/2020,12780,0,0,0,0  ,12780,
(3211010006/IF/IAY/4553403),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2817063 ,20/01/2022 ,18360 ,0 ,12780 ,0 ,28/05/2020,12780,0,0,0,0  ,12780,
(3211010006/RS/34041025386),31523 Construction of IIHL Latrine of Nandalal Gajar ,09/09/2019 ,1620 ,9280 ,1620 ,9280.6 ,31/10/2017,1620,1080,0,8200.6,0  ,10900.6,
(3211010006/IF/IAY/3130679),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4400627 ,27/06/2020 ,18360 ,0 ,17580 ,0 ,10/11/2019,17580,0,0,0,0  ,17580,
(3211010006/IF/IAY/4553375),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3799567 ,31/08/2021 ,18360 ,0 ,19170 ,0 ,29/06/2020,19170,0,0,0,0  ,19170,
(3211010006/RS/34041025359),31516 Construction of IIHL Latrine of Pulak Samanta ,09/09/2019 ,1620 ,9280 ,1620 ,9280.6 ,31/10/2017,1620,1080,0,8200.6,0  ,10900.6,
(3211010006/IF/IAY/4553327),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4048664 ,20/01/2022 ,18360 ,0 ,19170 ,0 ,02/06/2020,19170,0,0,0,0  ,19170,
(3211010006/IF/IAY/4553252),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4075771 ,19/01/2022 ,18360 ,0 ,14910 ,0 ,10/09/2020,14910,0,0,0,0  ,14910,
(3211010006/IF/IAY/4553345),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4357954 ,19/01/2022 ,18360 ,0 ,15975 ,0 ,04/08/2020,15975,0,0,0,0  ,15975,
(3211010006/IF/IAY/4553329),Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3943026 ,20/01/2022 ,18360 ,0 ,12780 ,0 ,10/08/2020,12780,0,0,0,0  ,12780,
