scheme_code,completion_date,scheme_name,estimated_cost,estimated_material,expenditure_wage,expenditure_material,sanctiondate,wage_expense,semiskilled_expense,skilled_expense,material_expense,contingency_expense,total_expense,mandays
3201010001/IF/IAY/1360320,04-02-2019,Construction of IAY House -IAY REG. NO. WB3637127 ,16200,0,16409,0,27-02-2017,16409,0,0,0,0  ,16409,
3201010001/IF/IAY/1359187,04-02-2019,Construction of IAY House -IAY REG. NO. WB2145355 ,16200,0,16453,0,28-03-2017,16453,0,0,0,0  ,16453,
3201010001/IF/IAY/1359191,04-02-2019,Construction of IAY House -IAY REG. NO. WB2146937 ,16200,0,15869,0,28-03-2017,15869,0,0,0,0  ,15869,
3201010001/IF/IAY/1357905,04-02-2019,Construction of IAY House -IAY REG. NO. WB1680771 ,16200,0,15737,0,28-03-2017,15737,0,0,0,0  ,15737,
3201010001/IF/IAY/1360121,04-02-2019,Construction of IAY House -IAY REG. NO. WB3302494 ,16200,0,15623,0,03-04-2017,15623,0,0,0,0  ,15623,
3201010001/IF/IAY/1357906,25-07-2018,Construction of IAY House -IAY REG. NO. WB1681307 ,16200,0,16020,0,28-03-2017,16020,0,0,0,0  ,16020,
3201010001/WC/321002040884056,21-10-2020,Excavation of Farm pond of Sunil Biswas at Dwipchandrapur ,283871.41,5000,294670,18049.5,04-02-2020,294670,0,18049.5,0,0  ,312719.5,
3201010001/WC/321002040879359,21-10-2020,Excavation of Farm pond of Ratna Biswas at Dwipchandrapur ,366899.36,5000,389410,24066,24-12-2019,389410,0,24066,0,0  ,413476,
3201010001/IF/IAY/1359188,04-02-2019,Construction of IAY House -IAY REG. NO. WB2145494 ,16200,0,16266,0,28-03-2017,16266,0,0,0,0  ,16266,
3201010001/IF/IAY/1357904,04-02-2019,Construction of IAY House -IAY REG. NO. WB1680740 ,16200,0,15737,0,28-03-2017,15737,0,0,0,0  ,15737,
3201010001/WC/321002040870901,21-10-2020,Excavation of Farm pond of Bithika Dhali at Dwipchandrapur   ,41538.86,5000,72020,2865,21-10-2019,72020,0,2865,0,0  ,74885,
3201010001/RC/320201060541240,17-03-2021,Const. of Brick soling & earthern Road from Sadhur Ashram to Laxman Ghosh at Bahirdwip ,57029.72,11686.8,58380,6078.5,25-10-2019,58380,0,2578.5,3500,0  ,64458.5,
3201010001/RC/320201060525008,10-08-2020,Construction of brick  soling road and earth work from L/O Tapan Majumdar to H/O Gora Ghosh at VI ,170288.91,6746.16,175316,8308.5,06-11-2019,175316,1719,6589.5,0,0  ,183624.5,
3201010001/IF/IAY/1357895,04-02-2019,Construction of IAY House -IAY REG. NO. WB1677622 ,16200,0,16475,0,28-03-2017,16475,0,0,0,0  ,16475,
3201010001/IF/IAY/1360407,12-02-2019,Construction of IAY House -IAY REG. NO. WB3807627 ,16200,0,15623,0,03-04-2017,15623,0,0,0,0  ,15623,
3201010001/IF/IAY/1357887,25-07-2018,Construction of IAY House -IAY REG. NO. WB1670105 ,16200,0,15660,0,28-03-2017,15660,0,0,0,0  ,15660,
3201010001/IF/IAY/1357830,04-02-2019,Construction of IAY House -IAY REG. NO. WB1632362 ,16200,0,15660,0,28-03-2017,15660,0,0,0,0  ,15660,
3201010001/IF/IAY/1357896,04-02-2019,Construction of IAY House -IAY REG. NO. WB1677732 ,16200,0,16475,0,28-03-2017,16475,0,0,0,0  ,16475,
3201010001/IF/IAY/1357661,04-02-2019,Construction of IAY House -IAY REG. NO. WB1510409 ,16200,0,16097,0,12-02-2017,16097,0,0,0,0  ,16097,
3201010001/IF/IAY/1357828,04-02-2019,Construction of IAY House -IAY REG. NO. WB1629109 ,16200,0,17315,0,02-02-2017,17315,0,0,0,0  ,17315,
3201010001/IF/IAY/1357577,04-02-2019,Construction of IAY House -IAY REG. NO. WB1477920 ,16200,0,16541,0,28-03-2017,16541,0,0,0,0  ,16541,
3201010001/IF/IAY/1357393,25-07-2018,Construction of IAY House -IAY REG. NO. WB1371315 ,16200,0,15840,0,27-02-2017,15840,0,0,0,0  ,15840,
3201010001/RC/320201060525007,10-08-2020,Construction of brick  soling road and earth work from L/O Ranjan Majumder to Malsaduar at Iswarchan ,154271.05,11686.8,135900,5157,04-11-2019,135900,1719,3438,0,0  ,141057,
3201010001/RC/320201060490999,10-08-2020,Const. of Brick Soaling and Earthern Road from Iswarchandrapur pry. school to Tapan Majumder at VI ,180000,320000,261900,29223,05-07-2018,261900,7162.5,22060.5,0,0  ,291123,
3201010001/RC/320201060490967,10-08-2020,CONST. OF NEW BRICK SOALING ROAD FROM NILMANI SANTRA TO TAPAN SANTRA AT SANSAD NO-VI ,200000,300000,222230,14038.5,05-07-2018,222230,7162.5,6876,0,0  ,236268.5,
3201010001/RC/320201060433261,07-08-2020,Earthern  Road and Brick soaling Road from the H/O Sushanta Pramanik to Priyalal Dutta Sansad No-IX ,122000,190000,117674,13770,15-01-2018,117674,0,13770,0,0  ,131444,
3201010001/RC/320201060433258,07-08-2020,Earthern  Road and Brick soaling Road from the H/O Matilal Das to Sarkipara at Sansad No-IX ,122000,190000,118962,21330,15-01-2018,118962,0,21330,0,0  ,140292,
3201010001/RC/320201060425965,07-08-2020,EARTHERN ROAD AND BRICK SOALING ROAD FROM THE H/O MRITYUNJAY GHOSH TO COLONI PARA MOE AT SANSAD -IX ,132000,191000,142646,26190,30-10-2017,142646,0,26190,0,0  ,168836,
3201010001/IF/IAY/1360202,04-02-2019,Construction of IAY House -IAY REG. NO. WB3434353 ,16200,0,16541,0,28-03-2017,16541,0,0,0,0  ,16541,
3201010001/IF/IAY/1357810,04-02-2019,Construction of IAY House -IAY REG. NO. WB1618680 ,16200,0,15557,0,03-04-2017,15557,0,0,0,0  ,15557,
3201010001/LD/321002040763088,07-08-2020,LAND DEVELOPMENT AT RAJAPUR PRY. SCHOOL AT SANSAD NO-VII ,49000,7000,20480,13770,03-05-2017,20480,0,13770,0,0  ,34250,
3201010001/IF/IAY/949800,07-08-2020,Construction of IAY House -IAY REG. NO. WB1094321 ,15840,0,14760,0,12-01-2017,14760,0,0,0,0  ,14760,
3201010001/RC/320201060420288,07-08-2020,EARTHERN ROAD AND BRICK SOALING ROAD FROM THE LAND OF ALAM SK TO THE H/O AJIJUL SK AT SANSAD NO-X ,47000,66000,5400,59814,26-04-2017,5400,0,0,59814,0  ,65214,
3201010001/IF/IAY/3313831,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2423182 ,17190,0,16430,0,05-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3313830,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3237350 ,17190,0,16430,0,05-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3313829,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1362457 ,17190,0,16430,0,17-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/1357358,04-02-2019,Construction of IAY House -IAY REG. NO. WB1347912 ,16200,0,16067,0,28-03-2017,16067,0,0,0,0  ,16067,
3201010001/WC/321002040871459,10-08-2020,Excavation of pond of Mrityunjay Mondal at Sansad No VI ,206155.18,5000,249110,9741,25-10-2019,249110,2865,6876,0,0  ,258851,
3201010001/IF/IAY/1357237,04-02-2019,Construction of IAY House -IAY REG. NO. WB1284496 ,16200,0,15366,0,12-02-2017,15366,0,0,0,0  ,15366,
3201010001/IF/IAY/954578,15-12-2020,Construction of IAY House -IAY REG. NO. WB1255963 ,15840,0,7632,0,23-01-2017,7632,0,0,0,0  ,7632,
3201010001/IF/IAY/3313826,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2543788 ,17190,0,16430,0,25-10-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3313825,29-10-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3031522 ,17190,0,16430,0,05-12-2019,16430,0,0,0,0  ,16430,
3201010001/WH/203030438716,10-08-2020,Excavation of Farm Pond of Rahaman Sk at Sansad No-III ,418000,32000,388000,22347,29-11-2018,388000,0,22347,0,0  ,410347,
3201010001/IF/IAY/1449108,04-02-2019,Construction of IAY House -IAY REG. NO. WB1649473 ,16200,0,16032,0,05-08-2017,16032,0,0,0,0  ,16032,
3201010001/IF/IAY/3295123,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2935662 ,17190,0,16430,0,05-12-2019,16430,0,0,0,0  ,16430,
3201010001/WC/321002040877803,10-08-2020,EXCAVATION OF FARM POND OF AMIYA MONDAL AT SANSAD NO VI ,292427.46,5000,285900,14325,13-12-2019,285900,2292,12033,0,0  ,300225,
3201010001/IF/IAY/3295125,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2543285 ,17190,0,16430,0,17-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3295120,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2743655 ,17190,0,16430,0,17-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3295126,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB4066758 ,17190,0,16430,0,05-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/1357042,25-07-2018,Construction of IAY House -IAY REG. NO. WB1131128 ,16200,0,15840,0,03-04-2017,15840,0,0,0,0  ,15840,
3201010001/IF/IAY/1346584,04-02-2019,Construction of IAY House -IAY REG. NO. WB1677609 ,16200,0,16163,0,28-03-2017,16163,0,0,0,0  ,16163,
3201010001/IF/IAY/3313822,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3031556 ,17190,0,16430,0,05-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3295118,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3434451 ,17190,0,16430,0,17-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3295102,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2591145 ,17190,0,16430,0,17-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3295116,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2289747 ,17190,0,16430,0,25-10-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3295100,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2537105 ,17190,0,16430,0,17-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3295094,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1923508 ,17190,0,16430,0,25-10-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3295105,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3356253 ,17190,0,16430,0,17-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3295089,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1940567 ,17190,0,16430,0,17-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3295087,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2593169 ,17190,0,16430,0,17-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3295086,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2638292 ,17190,0,16430,0,17-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3295099,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2727903 ,17190,0,16430,0,17-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/1346581,12-02-2019,Construction of IAY House -IAY REG. NO. WB1677231 ,16200,0,16163,0,28-03-2017,16163,0,0,0,0  ,16163,
3201010001/IF/IAY/1346555,04-02-2019,Construction of IAY House -IAY REG. NO. WB1671013 ,16200,0,16067,0,28-03-2017,16067,0,0,0,0  ,16067,
3201010001/IF/IAY/1346582,25-07-2018,Construction of IAY House -IAY REG. NO. WB1677255 ,16200,0,15480,0,28-03-2017,15480,0,0,0,0  ,15480,
3201010001/IF/IAY/1357222,04-02-2019,Construction of IAY House -IAY REG. NO. WB1278549 ,16200,0,16860,0,12-02-2017,16860,0,0,0,0  ,16860,
3201010001/IF/IAY/1346521,25-07-2018,Construction of IAY House -IAY REG. NO. WB1661543 ,16200,0,16200,0,22-04-2017,16200,0,0,0,0  ,16200,
3201010001/IF/IAY/1352722,04-02-2019,Construction of IAY House -IAY REG. NO. WB1668822 ,16200,0,15498,0,28-03-2017,15498,0,0,0,0  ,15498,
3201010001/IF/IAY/1335954,25-07-2018,Construction of IAY House -IAY REG. NO. WB1671214 ,16200,0,16200,0,28-03-2017,16200,0,0,0,0  ,16200,
3201010001/IF/IAY/1334684,25-07-2018,Construction of IAY House -IAY REG. NO. WB1444801 ,16200,0,15840,0,28-03-2017,15840,0,0,0,0  ,15840,
3201010001/IF/IAY/1346035,04-02-2019,Construction of IAY House -IAY REG. NO. WB1578166 ,16200,0,16151,0,28-03-2017,16151,0,0,0,0  ,16151,
3201010001/IF/IAY/3313824,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3175789 ,17190,0,16430,0,05-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3295075,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2743705 ,17190,0,16430,0,25-10-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3295055,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3015082 ,17190,0,16430,0,05-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3295066,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2744081 ,17190,0,16430,0,17-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3281789,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3293786 ,17190,0,16430,0,05-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/750074,15-12-2020,Construction of IAY House -IAY REG. NO. WB-01-010-001-004/1N128 ,15660,0,3528,0,28-07-2015,3528,0,0,0,0  ,3528,
3201010001/IF/IAY/1335983,04-02-2019,Construction of IAY House -IAY REG. NO. WB1677472 ,16200,0,16541,0,28-03-2017,16541,0,0,0,0  ,16541,
3201010001/IF/IAY/3295083,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2933384 ,17190,0,16430,0,05-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/1345236,25-07-2018,Construction of IAY House -IAY REG. NO. WB1420169 ,16200,0,15840,0,22-04-2017,15840,0,0,0,0  ,15840,
3201010001/IF/IAY/3281744,15-09-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB1362352 ,17190,0,17168,0,05-12-2019,17168,0,0,0,0  ,17168,
3201010001/IF/IAY/3281780,15-09-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2316468 ,17190,0,17168,0,25-10-2019,17168,0,0,0,0  ,17168,
3201010001/IF/IAY/3295058,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3084543 ,17190,0,16430,0,17-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3295080,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2352200 ,17190,0,16430,0,17-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3266180,15-09-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2362613 ,17190,0,17168,0,25-10-2019,17168,0,0,0,0  ,17168,
3201010001/IF/IAY/3295084,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3799656 ,17190,0,16430,0,17-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3266159,29-12-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2895847 ,18360,0,14919,0,05-12-2019,14919,0,0,0,0  ,14919,
3201010001/IF/IAY/1194742,04-02-2019,Construction of IAY House -IAY REG. NO. WB1675073 ,16200,0,16343,0,12-02-2017,16343,0,0,0,0  ,16343,
3201010001/IF/IAY/1194374,25-07-2018,Construction of IAY House -IAY REG. NO. WB1665595 ,16200,0,16200,0,03-04-2017,16200,0,0,0,0  ,16200,
3201010001/IF/IAY/1194372,04-02-2019,Construction of IAY House -IAY REG. NO. WB1665566 ,16200,0,16027,0,28-03-2017,16027,0,0,0,0  ,16027,
3201010001/IF/IAY/1194190,04-02-2019,Construction of IAY House -IAY REG. NO. WB1661557 ,16200,0,16655,0,28-03-2017,16655,0,0,0,0  ,16655,
3201010001/IF/IAY/1193726,04-02-2019,Construction of IAY House -IAY REG. NO. WB1651930 ,16200,0,15454,0,28-03-2017,15454,0,0,0,0  ,15454,
3201010001/IF/IAY/1193724,04-02-2019,Construction of IAY House -IAY REG. NO. WB1651914 ,16200,0,16277,0,03-04-2017,16277,0,0,0,0  ,16277,
3201010001/IF/IAY/1193037,04-02-2019,Construction of IAY House -IAY REG. NO. WB1637484 ,16200,0,16056,0,28-03-2017,16056,0,0,0,0  ,16056,
3201010001/IF/IAY/1192914,04-02-2019,Construction of IAY House -IAY REG. NO. WB1634844 ,16200,0,16457,0,28-03-2017,16457,0,0,0,0  ,16457,
3201010001/IF/IAY/1192755,04-02-2019,Construction of IAY House -IAY REG. NO. WB1631706 ,16200,0,15917,0,28-03-2017,15917,0,0,0,0  ,15917,
3201010001/IF/IAY/1192672,04-02-2019,Construction of IAY House -IAY REG. NO. WB1629921 ,16200,0,16354,0,28-03-2017,16354,0,0,0,0  ,16354,
3201010001/IF/IAY/1192669,25-07-2018,Construction of IAY House -IAY REG. NO. WB1629883 ,16200,0,15480,0,28-03-2017,15480,0,0,0,0  ,15480,
3201010001/IF/IAY/1193847,25-07-2018,Construction of IAY House -IAY REG. NO. WB1654610 ,16200,0,15660,0,28-03-2017,15660,0,0,0,0  ,15660,
3201010001/IF/IAY/3266156,15-09-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2270686 ,17190,0,17168,0,05-12-2019,17168,0,0,0,0  ,17168,
3201010001/IF/IAY/3266162,15-09-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2712570 ,17190,0,17168,0,25-10-2019,17168,0,0,0,0  ,17168,
3201010001/IF/IAY/3266195,11-11-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2317387 ,17190,0,17567,0,25-10-2019,17567,0,0,0,0  ,17567,
3201010001/IF/IAY/3266145,28-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2335449 ,18360,0,14711,0,05-12-2019,14711,0,0,0,0  ,14711,
3201010001/IF/IAY/3266147,28-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2146556 ,18360,0,14711,0,05-12-2019,14711,0,0,0,0  ,14711,
3201010001/IF/IAY/3266140,15-09-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2717015 ,17190,0,17168,0,05-12-2019,17168,0,0,0,0  ,17168,
3201010001/IF/IAY/3281771,15-09-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2339111 ,17190,0,17168,0,05-12-2019,17168,0,0,0,0  ,17168,
3201010001/IF/IAY/3266146,15-09-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2536303 ,17190,0,17168,0,28-11-2019,17168,0,0,0,0  ,17168,
3201010001/IF/IAY/3266152,29-12-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2926593 ,18360,0,14919,0,05-12-2019,14919,0,0,0,0  ,14919,
3201010001/IF/IAY/3266127,15-09-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2307655 ,17190,0,17168,0,05-12-2019,17168,0,0,0,0  ,17168,
3201010001/IF/IAY/3266149,15-09-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2594943 ,17190,0,17168,0,25-10-2019,17168,0,0,0,0  ,17168,
3201010001/IF/IAY/3266129,29-12-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3024390 ,18360,0,14919,0,05-12-2019,14919,0,0,0,0  ,14919,
3201010001/IF/IAY/1190626,25-07-2018,Construction of IAY House -IAY REG. NO. WB1591344 ,16200,0,16020,0,09-02-2017,16020,0,0,0,0  ,16020,
3201010001/IF/IAY/3266128,29-12-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2773605 ,18360,0,14919,0,25-10-2019,14919,0,0,0,0  ,14919,
3201010001/IF/IAY/1186041,04-02-2019,Construction of IAY House -IAY REG. NO. WB1497895 ,16200,0,16519,0,03-04-2017,16519,0,0,0,0  ,16519,
3201010001/IF/IAY/3266151,28-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2173032 ,18360,0,14711,0,25-10-2019,14711,0,0,0,0  ,14711,
3201010001/IF/IAY/1176235,04-02-2019,Construction of IAY House -IAY REG. NO. WB1320020 ,16200,0,15737,0,28-03-2017,15737,0,0,0,0  ,15737,
3201010001/IF/IAY/1192501,25-07-2018,Construction of IAY House -IAY REG. NO. WB1626379 ,16200,0,15660,0,28-03-2017,15660,0,0,0,0  ,15660,
3201010001/IF/IAY/1170111,04-02-2019,Construction of IAY House -IAY REG. NO. WB1229639 ,16200,0,16255,0,12-02-2017,16255,0,0,0,0  ,16255,
3201010001/IF/IAY/1190612,25-07-2018,Construction of IAY House -IAY REG. NO. WB1591024 ,16200,0,16020,0,28-03-2017,16020,0,0,0,0  ,16020,
3201010001/IF/IAY/1160059,04-02-2019,Construction of IAY House -IAY REG. NO. WB1101793 ,16200,0,15454,0,28-03-2017,15454,0,0,0,0  ,15454,
3201010001/IF/IAY/1028755,04-02-2019,Construction of IAY House -IAY REG. NO. WB2095706 ,15840,0,16534,0,09-02-2017,16534,0,0,0,0  ,16534,
3201010001/IF/IAY/1018412,04-02-2019,Construction of IAY House -IAY REG. NO. WB1338298 ,15840,0,15917,0,12-02-2017,15917,0,0,0,0  ,15917,
3201010001/IF/IAY/3266182,29-12-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2885082 ,18360,0,14919,0,05-12-2019,14919,0,0,0,0  ,14919,
3201010001/IF/IAY/1012194,25-07-2018,Construction of IAY House -IAY REG. NO. WB1127697 ,15840,0,15480,0,12-02-2017,15480,0,0,0,0  ,15480,
3201010001/IF/IAY/1161558,04-02-2019,Construction of IAY House -IAY REG. NO. WB1119001 ,16200,0,15917,0,28-03-2017,15917,0,0,0,0  ,15917,
3201010001/IF/IAY/1176564,04-02-2019,Construction of IAY House -IAY REG. NO. WB1324395 ,16200,0,16255,0,28-03-2017,16255,0,0,0,0  ,16255,
3201010001/IF/IAY/1021546,25-07-2018,Construction of IAY House -IAY REG. NO. WB1469698 ,15840,0,15660,0,12-02-2017,15660,0,0,0,0  ,15660,
3201010001/IF/IAY/1175034,25-07-2018,Construction of IAY House -IAY REG. NO. WB1305059 ,16200,0,16200,0,28-03-2017,16200,0,0,0,0  ,16200,
3201010001/IF/IAY/1001434,25-07-2018,Construction of IAY House -IAY REG. NO. WB2590535 ,15840,0,15120,0,09-02-2017,15120,0,0,0,0  ,15120,
3201010001/IF/IAY/1002580,04-02-2019,Construction of IAY House -IAY REG. NO. WB3178343 ,15840,0,16313,0,02-02-2017,16313,0,0,0,0  ,16313,
3201010001/IF/IAY/1011181,25-07-2018,Construction of IAY House -IAY REG. NO. WB1065362 ,15840,0,15480,0,09-02-2017,15480,0,0,0,0  ,15480,
3201010001/IF/IAY/1191667,04-02-2019,Construction of IAY House -IAY REG. NO. WB1610092 ,16200,0,15737,0,28-03-2017,15737,0,0,0,0  ,15737,
3201010001/IF/IAY/1011921,25-07-2018,Construction of IAY House -IAY REG. NO. WB1110589 ,15840,0,15660,0,12-02-2017,15660,0,0,0,0  ,15660,
3201010001/IF/IAY/1000083,25-07-2018,Construction of IAY House -IAY REG. NO. WB2130891 ,15840,0,15480,0,09-02-2017,15480,0,0,0,0  ,15480,
3201010001/IF/22012034562823,13-06-2018,Construction of Tube well platform with Soak Pit and Compost pit of PMAY(G) building of  RASIYA BIBI[WB1665566] at sansad-15 ,720,100,720,0,27-10-2017,720,0,0,0,0  ,720,
3201010001/IF/22012034589141,04-02-2019,Construction of IAY Building of CHHANDA GHOSH  at Sansad No-IV ,16200,100,15339,0,14-07-2017,15339,0,0,0,0  ,15339,
3201010001/IF/22012034562816,13-06-2018,Construction of Tube well platform with Soak Pit and Compost pit of PMAY(G) building of  HIRU GHARAMI[WB1651914] at sansad-14 ,720,100,720,0,27-10-2017,720,0,0,0,0  ,720,
3201010001/IF/22012034562812,13-06-2018,Construction of Tube well platform with Soak Pit and Compost pit of PMAY(G) building of  DALIL SK[WB1127697] at sansad-14 ,720,100,720,0,27-10-2017,720,0,0,0,0  ,720,
3201010001/IF/22012034562820,13-06-2018,Construction of Tube well platform with Soak Pit and Compost pit of PMAY(G) building of  NUR JAHAN BIBI[WB1677732] at sansad-14 ,720,100,720,0,27-10-2017,720,0,0,0,0  ,720,
3201010001/IF/IAY/3266125,10-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3330017 ,17190,0,16430,0,05-12-2019,16430,0,0,0,0  ,16430,
3201010001/IF/IAY/3249982,11-11-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2276613 ,17190,0,17567,0,05-12-2019,17567,0,0,0,0  ,17567,
3201010001/IF/IAY/3249984,11-11-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2588895 ,17190,0,17567,0,05-12-2019,17567,0,0,0,0  ,17567,
3201010001/IF/IAY/1002394,04-02-2019,Construction of IAY House -IAY REG. NO. WB3028246 ,15840,0,15737,0,09-02-2017,15737,0,0,0,0  ,15737,
3201010001/IF/34041049782,13-06-2018,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT BELPUKUR SANSAD NO-V(P-I) ,15700,100,15480,0,03-11-2015,15480,0,0,0,0  ,15480,
3201010001/IF/IAY/1001266,04-02-2019,Construction of IAY House -IAY REG. NO. WB2509889 ,15840,0,16277,0,02-02-2017,16277,0,0,0,0  ,16277,
3201010001/IF/IAY/3249983,15-09-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2738975 ,17190,0,17168,0,05-12-2019,17168,0,0,0,0  ,17168,
3201010001/IF/IAY/3249981,15-09-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2728652 ,17190,0,17168,0,05-12-2019,17168,0,0,0,0  ,17168,
3201010001/IF/IAY/3249978,28-08-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3634942 ,18360,0,14711,0,05-12-2019,14711,0,0,0,0  ,14711,
3201010001/IF/IAY/3266139,29-09-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2350820 ,17190,0,17168,0,25-10-2019,17168,0,0,0,0  ,17168,
3201010001/IF/22012034562765,13-06-2018,Construction of Tube well platform with Soak Pit and Compost pit of PMAY(G) building of  MINU BIBI[WB1553151] at sansad-14 ,720,100,720,0,27-10-2017,720,0,0,0,0  ,720,
3201010001/IF/IAY/3249980,29-12-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB3079491 ,18360,0,14919,0,05-12-2019,14919,0,0,0,0  ,14919,
3201010001/IF/IAY/3249976,15-09-2020,Construction of PMAY-G House for Individuals -PMAY-G  REG. NO. WB2712642 ,17190,0,17168,0,25-10-2019,17168,0,0,0,0  ,17168,
