assetid,assetname,classofasset,schemename,schemecode,sanctiondate,wage,semiskilled,skilled,material,Total Material,contingency,total,mandays
32001729363,Road improvement,Earthern road,Const. of jhama bats road from the H/O Paschimpara R.N. Sarkar to the h/o Sanu Biswas at Sondanga,3201010001/RC/150809/07,27-05-2011,11960,780,585,48849.1,50214.1,0  ,62174.1,
32001729265,Road improvement,Earthern road,Impv of earthan shoulder from Bahirdwip Battala to sadhur Ashram,3201010001/RC/050848/14,25-11-2011,220759,0,15405,0,15405,0  ,236164,
32001766915,construction of Earthen road,Earthern road,CONST. OF EARTHAN ROAD FROM THE H/O MANIMALA GHOSH TO THE H/O SANKAR DAS,3201010001/RC/320201060136838,13-08-2013,96742,0,4077,0,4077,0  ,100819,
32001729233,Road improvement,Sand Moram,Const. of single brick flat soaling from Bahidwip pitch road to the H/O RASAMAY MANDAL,3201010001/RC/050832/15,08-02-2012,5720,0,1365,49024.2,50389.2,0  ,56109.2,
32001766937,construction of Earthen road,Earthern road,CONST.OF EARTHAN ROAD FROM SANKARPUR PRIMARY SCHOO,3201010001/RC/320201060136620,09-07-2013,338391,0,21064.5,0,21064.5,0  ,359455.5,
32001766943,construction of Earthen road,Earthern road,CONST. OF EARTHAN ROAD FROM BELPUKUR POLICE FARI VIA THE H/O TANMAY BHATTACHERYYA TO THE H/O SUBODH ,3201010001/RC/320201060137689,10-09-2013,55747,0,3850.5,0,3850.5,0  ,59597.5,
32001729330,Road improvement,Earthern road,REVISED ESTIMATE FOR CONS. EARTHEN ROAD FROM BELPUKUR HIGH SCHOOL TO GHOSH PARA BATHING GHAT,3201010001/RC/112/03(R),25-11-2008,23220,0,0,0,0,0  ,23220,
32001766922,construction of Earthen road,Earthern road,CONST. OF EARTHAN ROAD FROM BELPUKUR HIGH SCHOOL TOWARDS MUCHIKHAL,3201010001/RC/320201060136594,08-08-2013,181113,0,12117.5,0,12117.5,0  ,193230.5,
32001766953,construction of Earthen road,Earthern road,CONST. OF EARTHAN ROAD FROM THE H/O BISWANATH KIRTYANIYA TO THE H/O RANJAN MAJUMDER,3201010001/RC/320201060137706,06-09-2013,232298,0,5436,0,5436,0  ,237734,
32001766933,construction of Earthen road,Earthern road,CONST. OF EARTHAN ROAD FROM POLTA PRIMARY SCHOOL T,3201010001/RC/320201060136609,06-08-2013,117778,0,8154,0,8154,0  ,125932,
32001766966,construction of Earthen road,Earthern road,CONST. OF EARTHAN ROAD  FROM POLTA PRIMARY SCHOOL ,3201010001/RC/320201060135349,08-05-2013,278658,0,20159.5,0,20159.5,0  ,298817.5,
32001766982,construction of Earthen road,Earthern road,Const. of earthan road   from Rajapur kalitala tow,3201010001/RC/320201060136649,08-08-2013,335375,0,23103,0,23103,0  ,358478,
32001767007,construction of Earthen road,Earthern road,CONST OF EARTHAN ROAD FROM THE H/O NANDADULAL MONDAL TO THE H/O GOPAL DUTTA AT BELPUKUR,3201010001/RC/320201060138775,10-09-2013,99756,0,7248,0,7248,0  ,107004,
32001766974,construction of Earthen road,Earthern road,const. of earthan road from Bidyalanka para to Gur,3201010001/RC/320201060132482,08-05-2013,31635,0,2492,0,2492,0  ,34127,
32001767001,construction of Earthen road,Earthern road,CONST. OF EARTHAN ROAD FROM SANKARPUR PRIMARY SCHOOL TO FERI GHAT(PHASE-II),3201010001/RC/320201060141191,08-10-2013,247410,0,15629,12750,28379,0  ,275789,
32001766996,construction of Earthen road,Earthern road,COMST. OF EARTHAN ROAD FROM THE H/O PRANAB BANNERJEE VIA GOPAL MANDIR TO THE H/O ARABINDA BANNERJEE ,3201010001/RC/320201060144278,21-11-2013,98654,0,7248,0,7248,0  ,105902,
32001767045,construction of Earthen road,Earthern road,CONST. OF EARTHAN ROAD FROM RAJAPUR HEALTH CENTRE TO THE H/O GURUPADA KUNDU,3201010001/RC/320201060142339,08-10-2013,112000,0,12457.5,0,12457.5,0  ,124457.5,
32001766907,construction of Earthen road,Earthern road,CONST. OF EARTHAN ROAD FROM BELPUKUR HIGH SCHOOL TOWARDS MUCHI KHAL,3201010001/RC/320201060136756,08-08-2013,34770,0,0,850,850,0  ,35620,
32001767030,construction of Earthen road,Earthern road,CONST. OF EARTHAN ROAD FROM THE CULTIVETION LAND OF KARTICK GHOSH TO THE POND OF SUBODH GHOSH AT ISW,3201010001/RC/320201060145116,06-11-2013,277460,0,10872,0,10872,0  ,288332,
32001767079,construction of Earthen road,Earthern road,CONST. OF EARTHAN ROAD FROM THE H/O FAKIR DAFADER TOWARDS DAS PARA,3201010001/RC/320201060147558,08-08-2013,250768,0,13590,0,13590,0  ,264358,
32001767091,construction of Earthen road,Earthern road,Const. of earthan Road from PMGSY Road towards H/O Nemai Chowdhury,3201010001/RC/320201060152179,02-01-2014,50233,0,3624,0,3624,0  ,53857,
32001767085,construction of Earthen road,Earthern road,CONST. OF EARTHAN ROAD FROM THE H/O DINU GHOSH TO CULVERT,3201010001/RC/320201060148433,21-11-2013,271924,0,20385.5,0,20385.5,0  ,292309.5,
32001767065,construction of Earthen road,Earthern road,CONST. OF EARTHAN ROAD FROM YHE H/O BABLU SK TOWARDS BATTALA AT DANGAPARA,3201010001/RC/320201060139607,30-09-2013,314977,0,19932,0,19932,0  ,334909,
32001767051,construction of Earthen road,Earthern road,IMP. OF EARTHAN ROAD FROM H/O MONO SK TOWARDS NIMTALA,3201010001/RC/320201060147324,06-12-2013,228386,0,17214,0,17214,0  ,245600,
32001767107,construction of Earthen road,Earthern road,CONST. OF EARTHAN ROAD FROM PMGSY TO H/O HAZARI GHOSH AT SANKARPUR,3201010001/RC/320201060179613,28-02-2014,91319.9,0,10113,850,10963,0  ,102282.9,
32001767038,construction of Earthen road,Earthern road,CONST. OF EARTHAN ROAD FROM THE H/O BADAL DAS TO THE BAMBOO GARDEN AT SIBHU GHOSH,3201010001/RC/320201060145283,08-11-2013,204120,0,14949.5,0,14949.5,0  ,219069.5,
32001767099,construction of Earthen road,Earthern road,Const. of earthan Road from Dwipchandrapur Pitch Road to Kabarsthan,3201010001/RC/320201060153542,06-12-2013,87285,0,6115.5,0,6115.5,0  ,93400.5,
32001767146,construction of Jhama Bats road,Sand Moram,Const of jhama bats road from sondanga pitch fto the H/O Surhak MALLICK,3201010001/RC/180806/13,08-02-2012,14820,520,1365,77269.4,79154.4,0  ,93974.4,
32001767071,construction of Earthen road,Earthern road,CONST. OF EARTHAN ROAD FROM SANKARPUR WHICH CONNECT PITCH ROAD,3201010001/RC/320201060146954,03-12-2013,202536,0,14722.5,0,14722.5,0  ,217258.5,
32001767150,construction of Jhama Bats road,WBM,CONST. OF JHAMA BATS ROAD FROM THE H/O AJIT BISWAS,3201010001/RC/320201060110652,11-09-2012,0,0,0,159540,159540,0  ,159540,
32001767157,construction of Jhama Bats road,WBM,Const. of jhama bats road from the H/O Mohan Ghosh to the H/O CHANDU Ghosh at Belpukur Ghosh para,3201010001/RC/320201060111843,11-09-2012,16864,816,1632,100177.2,102625.2,0  ,119489.2,
32001767169,construction of Jhama Bats road,WBM,Const. of jhama bats road from the H/O Swapan Bandopadhayay to ujjibani club,3201010001/RC/320201060135741,06-07-2013,13439,604,1359,81198.4,83161.4,0  ,96600.4,
32001767201,construction of Jhama Bats road,Earthern road,CONST. OF JHAMA BATS ROAD FROM THE H/O PRABHAT GHOSH TO MUCHI KHAL(EARTH WORK ONLY),3201010001/RC/320201060140242,25-09-2013,245974,0,17667,0,17667,0  ,263641,
32001767192,construction of Jhama Bats road,WBM,CONST OF JHAMA BATS ROAD FROM RAJAPUR LICHU BAGAN TOWARDS SANKARPUR,3201010001/RC/320201060137703,06-09-2013,305692,0,19026,850,19876,0  ,325568,
32001767162,construction of Jhama Bats road,WBM,Impv. of road with jhama bats from Sondanga patua khal to belpukur girls high school,3201010001/RC/320201060135739,06-07-2013,20385,906,1812,119257.4,121975.4,0  ,142360.4,
32001767220,construction of Earthen road,Earthern road,Const. of earthan road from H/O Sorabuddin Mallick towards H/O Golam Nabi Shaikh via Rahaman Mallick,3201010001/RC/320201060153787,30-12-2013,74912,0,6795,0,6795,0  ,81707,
32001767181,construction of Jhama Bats road,WBM,CONST. OF JHAMA BATS ROAD FROM BELPUKUR HIGH SCHOO,3201010001/RC/320201060135791,02-07-2013,12684,1283.5,453,76363.4,78099.9,0  ,90783.9,
32001767229,construction of Earthen road,Earthern road,CONST. OF EARTHAN ROAD FROM RAJAPUR DAKSHINPARA PMGSY TO ISWARCHANDRAPUR BATTALA,3201010001/RC/320201060157435,16-01-2014,250685.55,0,20612,0,20612,0  ,271297.55,
32001767238,construction of Earthen road,Earthern road,CONST OF EARTHAN ROAD FROM THE H/O MANTU GHOSH TOWARDS H/O DINU GHOSH,3201010001/RC/320201060155418,20-01-2014,51840,0,3850.5,0,3850.5,0  ,55690.5,
32001767241,construction of Earthen road,Earthern road,Const. of earthan road from Bahirdwip Battala towards Rakshakali Mandir,3201010001/RC/320201060156805,16-01-2014,198502.16,0,10419.5,850,11269.5,0  ,209771.66,
32001767245,construction of Earthen road,Earthern road,Const. of earthan road from the H/O Fakir Dafader to fakirpara Snaner Ghat,3201010001/RC/320201060163591,29-01-2014,141964,0,11552,0,11552,0  ,153516,
32001767273,construction of Earthen road,Earthern road,Const. of earthan Road from the H/O Narayan Ghosh to H/O Sukumar Ghosh at Polta,3201010001/RC/320201060165618,29-01-2014,96169.76,0,7701,0,7701,0  ,103870.76,
32001767285,construction of Earthen road,Earthern road,CONST. OF EARTH WORK IN ROAD FROM BANAMALI  GHOSH TOWARDS BISWANATH GHOSH,3201010001/RC/320201060181286,28-02-2014,91356.12,1014,3867.5,850,5731.5,0  ,97087.62,
32001767277,construction of Earthen road,Earthern road,Const. of Earthan Road from the shop of Vagya Bag to Bazar ghat at Belpukur,3201010001/RC/320201060164634,29-01-2014,57480,0,4304,0,4304,0  ,61784,
32001767280,construction of Earthen road,Earthern road,Const. of earthan road from PMGSY road towards H/O Pradip Chowdhury at Rajapur,3201010001/RC/320201060164672,16-01-2014,47570,0,3171.5,0,3171.5,0  ,50741.5,
32001767333,construction of Earthen and brick soaling,WBM,Const. of earthan and single brick flat soaling ro,3201010001/RC/320201060135736,28-06-2013,16459,604,1359,97491.2,99454.2,0  ,115913.2,
32001767298,construction of Earthen road,Mitti Murram Road,ESTIMATE OF EARTHAN ROAD FROM BELPUKUR BACHASPATI PARA KALITALA TO H/O KANCHAN GHOSH & ARJU BHATTACH,3201010001/RC/320201060201240,09-07-2014,119885.92,3042,6337.5,0,9379.5,0  ,129265.42,
32001767359,Improvement of Earthen shoulder,Earthern road,IMPROVEMENT OF EARTHAN SHOULDER FROM BAHIRDWIP BATTALA TO ISWARCHANDRAPUR MORE,3201010001/RC/320201060139720,25-09-2013,167847,0,12004.5,0,12004.5,0  ,179851.5,
32001767293,construction of Earthen road,Earthern road,CONST. OF EARTHAN ROAD FROM THE H/O PRIYALAL TO WARDS KESTO DAS,3201010001/RC/320201060181835,28-02-2014,201351.7,0,9898,0,9898,0  ,211249.7,
32001767379,construction of Earthen road,Earthern road,Const. of earthan link road(8 nos) from both side from the H/O Kartick Ghosh  to Debasish Sen pitch ,3201010001/RC/320201060144288,21-11-2013,82784,0,7248,0,7248,0  ,90032,
32001767389,construction of Earthen road,Earthern road,Const. of Earth work in Road from H/O Tilu Dafader towards Muchikhal,3201010001/RC/320201060179339,28-02-2014,111557.06,1521,5081,850,7452,0  ,119009.06,
32001767347,Improvement of Jhama Bats road,WBM,Impv. of Jhama bats road from sondanga masjit to m,3201010001/RC/320201060135742,06-07-2013,11929,604,1132.5,71790.4,73526.9,0  ,85455.9,
32001767117,construction of Earthen road,Earthern road,CONST. OF EARTHAN ROAD FROM ABUL KALAM MALLICK TO KHELABOT MALLICK,3201010001/RC/320201060173534,30-12-2013,79423.8,1359,5831,0,7190,0  ,86613.8,
32001767135,construction of Earthen road,Earthern road,CONST. OF EARTHAN ROAD FROM PMGSY ROAD TO H/O TAPAS GHOSH AT SANSAD NO.-V,3201010001/RC/320201060205960,09-07-2014,23970.2,0,0,0,0,0  ,23970.2,
32001767413,pwd road side earth work,Earthern road,SIDE E/W IN PWD ROAD TOWARDS H/O ALIHIM SHAIKH & SIDE EARTH WORK IN PWD ROAD TOWARDS H/O WASUDDIN SH,3201010001/RC/320201060179422,12-02-2014,45996.98,0,3398,0,3398,0  ,49394.98,
32001767372,construction of Earthen shoulder,Earthern road,Const. of earthan shoulder from the H/O Rahid Ali to the H/O Nandan Chowdhury,3201010001/RC/320201060144113,06-11-2013,85561,0,6569,17850,24419,0  ,109980,
32001767461,construction of Earthen road,Mitti Murram Road,E/W IN ROAD FROM H/O MANINDRA HALDER TOWARDS H/O UDAY KIRTYANIYA AT SHARATPALLY SANSAD NO-I UNDER BE,3201010001/RC/320201060201509,09-07-2014,174365,0,13943,0,13943,0  ,188308,
32001767434,construction of concrete road,Cement concrete,Const. of Concrete road from PMGSY ROAD TOWARDS h/o Nemai Chowdhury at Rajapur,3201010001/RC/320201060180899,12-02-2014,8305,7852,1586,135756.1,145194.1,0  ,153499.1,
32001767398,construction of Earthen road,Earthern road,CONST. OF EARTH WORK IN ROAD FROM H/O NARAYAN GHOSH TO DEEP TUBEWELL,3201010001/RC/320201060180328,28-02-2014,224403.27,3549,4347,1700,9596,0  ,233999.27,
32001767495,Earth work in road,Earthern road,ESTIMATE FOR EARTH WORK IN ROAD FROM HAPIJUL SK TO ARMAN SK,3201010001/RC/320201060205269,03-09-2014,23400,0,0,0,0,0  ,23400,
32001767520,re excavation of petoya khal,Strengthening of Embankment,RE-EXCAVATION OF PETOYA KHAL,3201010001/FP/70201121886,29-01-2014,304829.18,0,14302.5,0,14302.5,0  ,319131.68,
32001785649,Re excavation of Pond,Maintenance of rural public assets,REexcavation of pond at Dwipchandrapur Kathtala,3201010001/OP/030506/06,14-05-2012,0,0,0,0,0,0  ,0,
32001785626,pitch road,Maintenance of rural public assets,Dwipchandrapur Hossain Sk to Chandu Sk via pitch road to Natun Masjid,3201010001/OP/0103/01,05-07-2007,50050,0,0,0,0,0  ,50050,
32001785677,maintainence of park,Maintenance of rural public assets,Maintainance of park at Kolony at Belpukur,3201010001/OP/090602/18,27-05-2011,4940,4160,0,56214.3,60374.3,0  ,65314.3,
32001785693,Cultivation of Mango Litchi Guava Baanana,Maintenance of rural public assets,"Cultivation of mango, Banna,Lichi,Papaya,Drumstick etc. of S.C , S.T,BPL,& MARGINAL Farmer-XVIII  ",3201010001/OP/180215/12,12-10-2011,0,0,0,22980,22980,0  ,22980,
32001785713,Re excavation of Pond,Maintenance of rural public assets,Re excavation of pond guard wall bathing ghat at polta under belpukur G.P.,3201010001/PO/0104/12,27-06-2010,249354,3750,4200,0,7950,0  ,257304,
32001785701,Cultivation of Mango Litchi Guava Baanana,Maintenance of rural public assets,"Cultivation of mango,banna,lichi,papaya,drumstick,etc. of sc,st, bpl, marginal farmer at XI",3201010001/OP/110209/16,22-09-2011,0,0,0,680,680,0  ,680,
32001785656,Re excavation of Pond,Maintenance of rural public assets,Re-excavation of pond of Debu Mandal at Rajapur,3201010001/OP/070502/12,20-05-2012,0,0,0,0,0,0  ,0,
32001785716,Re excavation of Pond,Maintenance of rural public assets,RE-excavation of pond of khajim ali mallick at Sondanga,3201010001/PO/0118/11,13-06-2010,24750,750,0,0,750,0  ,25500,
32001767387,construction of Earthen road,Earthern road,Const. of earthan link Road (8 Nos.) from both side from the H/O Buro Ghosh at Balinagar to Iswarcha,3201010001/RC/320201060144290,21-11-2013,202877,0,14496,0,14496,0  ,217373,
32001785741,Construction of children park,Maintenance of rural public assets,"Const. of children park,wall at Chowgaccha primary school",3201010001/OP/190603/06,31-05-2011,4550,3900,0,55665.5,59565.5,0  ,64115.5,
32001785748,construction of guard wall,Maintenance of rural public assets,Const. of guard wall from the H/O Amal mandal to B,3201010001/OP/34040907346,12-09-2012,0,0,0,0,0,0  ,0,
32001785726,Re excavation of Pond,Maintenance of rural public assets,Re- excavation of belpukur G.P.s pond & const.of guard wall(phase-II),3201010001/OP/104/13,12-02-2011,183528,0,6825,0,6825,0  ,190353,
32001785762,Construction of drain,Maintenance of rural public assets,Const. of masonary drain at rail bazar muktamancha to the H/O Jagadish Chakrabarti,3201010001/PO/0102/07,11-03-2010,11600,0,0,107511.264,107511.26,0  ,119111.264,
32001811195,Improvement of side shouldering,Maintenance of rural public assets,Improvement of side shouldering & clearing gangle from the road of Rail Bazar to Tatla,3201010001/OP/0102/03,06-12-2007,7317,0,0,0,0,0  ,7317,
32001811213,construction of masonary drain,Maintenance of rural public assets,Const. of masonary drain from the H/O Pravat Sarka,3201010001/OP/34040907356,12-09-2012,0,0,0,0,0,0  ,0,
32001811217,construction of masonary drain,Maintenance of rural public assets,Const. of masonary drain from the H/O Bishu Ghosh ,3201010001/OP/34040907357,12-09-2012,0,0,0,0,0,0  ,0,
32001811238,Tree plantation,Maintenance of rural public assets,CONST. TREE PLANTETION  AT DANGA PARA FOOTBALL GRO,3201010001/OP/34040908795,28-06-2013,41978,0,1132.5,51242,52374.5,0  ,94352.5,
32001811282,construction of guard wall,Maintenance of rural public assets,const. of guard wall dwipchandrapur baroarytala,3201010001/PO/0103/03,27-06-2010,49492,0,1980,0,1980,0  ,51472,
32001811322,Earthen Bandh,Maintenance of rural public assets,earthen bundth from bahirdwip bat tala towards saheb tala,3201010001/PO/0105/09/R,15-07-2009,173414,0,0,0,0,0  ,173414,
32001811336,Bamboo pilling with earth,Maintenance of rural public assets,CONST. of bamboo pilling with earth filling from the h/o  Sanatan guin to sanimandir at iswarchandra,3201010001/PO/0106/11,28-06-2010,20965,2275,0,18286,20561,0  ,41526,
32001811342,construction of Bandh,Maintenance of rural public assets,CONST. OF BANDH FROM MANASIDEHD TO BELPUKUR WOODER BRIDGE,3201010001/PO/0112/02,02-04-2007,103050,0,0,0,0,0  ,103050,
32001811377,Paka culvert and Bamboo pilling,Maintenance of rural public assets,CONST.of paka culvat & bamboo pilling from belpukur hospital to sajinapur bathing ghat,3201010001/PO/0112/11,27-06-2010,262459,4800,5250,0,10050,0  ,272509,
32001811396,Improvement of pond,Maintenance of rural public assets,Impv. of pond at Sondanga for the land of Md. Azad ali Mridha,3201010001/PO/0114/02,05-07-2009,54784,0,0,0,0,0  ,54784,
32001811412,construction of Masonary drain,Maintenance of rural public assets,Const. nof masonary drain at Chowgaccha pitch road to Durgamandap,3201010001/PO/0119/04,11-03-2010,15900,17600,450,119107.038,137157.04,0  ,153057.038,
32001811445,Construction of indivisual house hold latrine,Individual Household Latrines,"CONST. OF INDIVIDUAL HOUSEHOLD LATRINE AT SC,ST,BPL & MARGINAL FARMER AT SANSAD NO BEL-XI",3201010001/RS/1710,02-08-2013,10872,0,0,6282,6282,0  ,17154,
32001811451,Construction of indivisual house hold latrine,Individual Household Latrines,"CONST. OF INDIVIDUAL H/O LATRINE AT SC,ST,BPL,& MARGINAL FARMER AT SANSAD NO. BEL-III",3201010001/RS/1864,02-08-2013,7248,0,0,18846,18846,0  ,26094,
32001811359,Construction of Masonary drain,Maintenance of rural public assets,Const. of masonry drain at Belpukur from Siddhaswaritala to the turn of Hazra para Under N.R.E.G.A.,3201010001/PO/0112/08,13-12-2009,9400,0,0,75786.796,75786.8,0  ,85186.796,
32001811301,flood protective bandh,Maintenance of rural public assets,revised estimate for development of flood protective Bundth at Polta from near laher pond to Polta G,3201010001/PO/0104/03(R),25-10-2008,51617,0,0,0,0,0  ,51617,
32001811457,Construction of indivisual house hold latrine,Individual Household Latrines,CONST. OF INDIVIDUAL H/O LATRINES AT SANSAD NO. BEL-XVI ,3201010001/RS/2005,26-08-2013,5436,0,0,12564,12564,0  ,18000,
32001811464,Construction of indivisual house hold latrine,Individual Household Latrines,"CONST. OF INDIVIDUAL HOUSEHOLD LATRINE AT SC.ST, BPL, & MARGINAL FARMER AT SANSAD - BEL-001",3201010001/RS/34040911190,02-08-2013,4077,0,0,25128,25128,0  ,29205,
32001811477,Construction of indivisual house hold latrine,Individual Household Latrines,"CONST. OF INDIVIDUAL HOUSEHOLD LATRINE AT SC,ST,BPL,& MARGINAL FARMER AT SANSAD NO. XII",3201010001/RS/34040918054,02-08-2013,17214,0,0,43974,43974,0  ,61188,
32001811262,construction of masonary drain,Maintenance of rural public assets,Const. of masonry drain atBelpukur from the H/O ratan Maji to hazra para under N.R.E.G.A.,3201010001/PO/0111/08,13-08-2009,11300,0,0,90909.738,90909.74,0  ,102209.738,
32001811481,Construction of indivisual house hold latrine,Individual Household Latrines,"Const. of individual H/O Latrine at SC,ST,BPL,& Marginal farmer at Sansad No. BEL-VII",3201010001/RS/34040921498,02-08-2013,16308,0,0,116217,116217,0  ,132525,
32001811489,Construction of indivisual house hold latrine,Individual Household Latrines,Abstruct cost estimate of individual House hold Latrine at Sansad no. VIII,3201010001/RS/34040921621,04-03-2014,29898,0,0,61300,61300,0  ,91198,
32001811496,Construction of indivisual house hold latrine,Individual Household Latrines,"Const. of Individual H/O Latrine at SC,ST,BPL,& Marginal farmer at Sansad No. IV",3201010001/RS/34040926210,02-08-2013,13590,0,0,0,0,0  ,13590,
32001811502,Construction of indivisual house hold latrine,Individual Household Latrines,"Const. of Individual H/O Latrineat SC.ST,BPL & Margianal Farmer at Sansad No. IX",3201010001/RS/34040926212,02-08-2013,12231,0,0,28269,28269,0  ,40500,
32001811506,Construction of indivisual house hold latrine,Individual Household Latrines,ABSTRUCT ESTIMATE OF INDIVIDUAL H/O LATRINE AT SANSAD NO. - IV,3201010001/RS/34040926319,04-03-2014,25821,0,0,59679,59679,0  ,85500,
32001889592,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD NO.-XVIII,3201010001/IF/34040819988,22-01-2015,15736,0,0,0,0,0  ,15736,
32001811469,Construction of indivisual house hold latrine,Individual Household Latrines,"Const. of individual House hold Latrine atSC,ST,& BPL& Marginal farmer Sansad No.-V",3201010001/RS/34040913974,07-08-2013,16308,0,0,0,0,0  ,16308,
32001889686,IAY HOUSE,IAY Houses,Construction of IAY Building of Individual beneficiaries (SAHAR ALI SEKH) at Belpukur G.P. sansad-IV,3201010001/IF/22012034334166,25-05-2016,15792,0,0,0,0,0  ,15792,
32001889733,IAY HOUSE,Houses (State Scheme),CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARY (SAJINA MONDAL) AT SANSAD-XVI,3201010001/IF/22012034350702,25-06-2016,15828,0,0,0,0,0  ,15828,
32001889663,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES (NAZIR SEKH) AT SANSAD NO.-IV,3201010001/IF/22012034316506,04-05-2016,15744,0,0,0,0,0  ,15744,
32001889703,IAY HOUSE,IAY Houses,CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES(KANCHAN SAMADDAR) AT SANSAD NO-II,3201010001/IF/22012034316520,04-05-2016,15728,0,0,0,0,0  ,15728,
32001890048,IAY HOUSE,IAY Houses,Construction of IAY Building of individual beneficiary at BELPUKUR ANSAD VII(P-1),3201010001/IF/34041049789,03-11-2015,15728,0,0,0,0,0  ,15728,
32001890133,IAY HOUSE,IAY Houses,CONTRUCTION OF IAY BUILDING OF INDIVIDUAL BENEFICIARIES AT SANSAD-I(P-2),3201010001/IF/34041049795,03-11-2015,15736,0,0,0,0,0  ,15736,
32001890103,IAY HOUSE,IAY Houses,Construction of IAY Building of Individual beneficiaries (BIDHAN GHOSH ) at Belpukur G.P. sansad-V,3201010001/IF/22012034334173,25-05-2016,15756,0,0,0,0,0  ,15756,
32001898572,POND,Renovation,RE-EXCAVETION OF POND OF PRIYALAL DUTTA AT SANSAD NO-IX,3201010001/WH/203030388417,06-01-2016,137336,0,9918,1000,10918,0  ,148254,
32001898626,POND,Excavation,ESTIMATE FOR RE-EXCAVATION OF POND OF DEBPRASAD MONDAL (SANSAD NO.-VII) UNDER BELPUKUR,3201010001/WH/203030377913,11-06-2015,138950,0,38367,0,38367,0  ,177317,
32001898645,ROAD,Earthern road,CONST. OF VILLAGE ROAD FROM PACCA ROAD TOWARDS H/O GOSTHYA KUNDU,3201010001/RC/320201060271262,04-11-2015,35840,0,11223,0,11223,0  ,47063,
32001898706,ROAD,Earthern road,CONST. OF VILLAGE ROAD FROM DWIPCHANDRAPUR PLAY FIELD TOWARDS GORSTHAN,3201010001/RC/320201060268795,04-11-2015,206349.9,0,39933,0,39933,0  ,246282.9,
32001898728,ROAD,Reclamation of Land,"LAND DEV. OF SC,ST,BPL,MARGINAL FARMER AT SANSAD NO- XI",3201010001/LD/321002040678867,27-01-2016,59196,1827,2610,0,4437,0  ,63633,
32001890018,IAY HOUSE,Houses (State Scheme),Construction of IAY Building of Individual beneficiaries (MR. ANIL MONDAL) at Belpukur G.P. sansad-VII,3201010001/IF/22012034334384,25-05-2016,15736,0,0,0,0,0  ,15736,
32001898745,ROAD,Reclamation of Land,"LAND DEV. OF SC.ST,BPL & MARGINAL FARMER AT SANSAD NO-VII",3201010001/LD/321002040677396,27-01-2016,86976,0,6264,0,6264,0  ,93240,
32001898771,ROAD,Reclamation of Land,"LAND DEV. OF SC,ST,BPL,MERGINAL FARMER AT SANSAD NO-XII",3201010001/LD/321002040652727,16-11-2015,127142,0,10962,0,10962,0  ,138104,
32001898887,FIELD CHANNEL,Lining of Canals,ESTIMATE FOR EXCAVETION OF FIELD CHANNEL AT SANSAD NO-IX,3201010001/IC/130717744859,24-06-2015,170710,0,57420,0,57420,0  ,228130,
32001898909,FIELD CHANNEL,Lining of Canals,ESTIMATE FOR EXCAVETION OF FIELD CHANNEL AT SANSAD NO.-X,3201010001/IC/130717744971,25-06-2015,155863,0,26883,0,26883,0  ,182746,
32001898928,FIELD CHANNEL,Lining of Canals,ESTIMATE FOR EXCAVETION OF FIELD CHANNEL AT SANSAD NO- VI,3201010001/IC/130717745116,25-06-2015,30000,3654,8091,0,11745,0  ,41745,
32001898992,FIELD CHANNEL,Lining of Canals,ESTIMATE FOR EXCAVETION  OF FIELD CHANNEL AT SANSAD NO-V,3201010001/IC/130717745122,25-06-2015,249352,0,86391,0,86391,0  ,335743,
32001899160,FIELD CHANNEL,"Construction of Canal, Distributary and Minor",EXCAVETION OF FIELD CHANNEL AT SANSAD NO.-III,3201010001/IC/130717751413,25-06-2015,178725,0,20880,0,20880,0  ,199605,
32001889642,IAY HOUSE,Houses (State Scheme),CONST. OF IAY BUILDING OF INDIVIDUAL BENEFICIARY (BILLAL MALLICK) AT SANSAD-XV,3201010001/IF/22012034350675,25-06-2016,15684,0,0,0,0,0  ,15684,
32001899050,FIELD CHANNEL,Lining of Canals,EXCAVATION OF FIELD CHANNEL AT SANSAD NO-VII(P-1),3201010001/IC/130717748455,25-06-2015,161590,0,48285,0,48285,0  ,209875,
32001899380,KHAL,"Construction of Canal, Distributary and Minor",RE-EXCAVATION OF RAJAPUR KHAL AT SANSAD NO.-VII,3201010001/IC/130717777298,06-06-2016,322211,0,56496,0,56496,0  ,378707,
32001899399,FIELD CHANNEL,"Construction of Canal, Distributary and Minor",RE-EXCAVATION OF KHAL(NEAR H/O BARUN BHATTACHARJEE TO H/O PRANAB BHATTACHARJEE) AT SANSAD NO.-IX ,3201010001/IC/130717777499,06-06-2016,204855,0,35904,0,35904,0  ,240759,
32001899245,FIELD CHANNEL,"Construction of Canal, Distributary and Minor",EXCAVETION OF FIELD CHANNEL AT SANSAD NO.-IV(P-1),3201010001/IC/130717752600,03-07-2015,18600,0,0,0,0,0  ,18600,
32001899334,FIELD CHANNEL,Lining of Canals,EXCAVATION OF FIELD CHANNEL AT SANSAD NO-XI(P-1),3201010001/IC/130717754548,25-06-2015,102660,4176,17748,0,21924,0  ,124584,
